name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt
Pita Pockets,"193 Main St, Northampton, MA 01060",Mediterranean,easthampton town,"Unassuming, family-run kitchen offering casual Mediterranean grub such as falafel & shawarma.",http://pitapocketsnorthampton.com/,http://www.pitapocketsnorthampton.com/menu-2,,,,
Dunkin',"410 Napa Junction Rd Suite 100, American Canyon, CA 94503",Coffee shop,easthampton town,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://smart.link/abu8tr12sc1y6,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=355026,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
Maguire's Bar & Grill,"503 Foundry St, North Easton, MA 02356",Restaurant,easton,"Irish tavern offering a traditional pub menu & beer on tap in convivial, wood-paneled surrounds.",http://www.maguiresbarandgrill.com/,,https://maguiresbarandgrill.cardfoundry.com/giftcards.php,,"  

Gift Cards
",
Mario's Trattoria,"861 Leong Dr, Mountain View, CA 94043",Italian,easton,"Pizza, pasta & other casual Italian eats in a checkered-tablecloth setting, since circa-1964.",http://www.mariositaliano.com/,https://docs.wixstatic.com/ugd/c9cc01_470594fef4754384a93cb8aa95421052.pdf,,,,
Buddy's Union Villa,"190 Washington St, North Easton, MA 02356",Pizza,easton,,http://buddysuv.com/,,,/contact,,Contact
Not Just Thaboule,"110 Center St, North Easton, MA 02356",Takeout Restaurant,easton,,http://www.notjustthaboule.com/,,,index.php?link=contact,,
Take Outs Pizza & Grill,"670 Depot St Suite #4, North Easton, MA 02356",Pizza,easton,,http://www.takeoutspizzaandgrill.com/,http://takeoutspizzaandgrill.com/menu.pdf,,https://takeoutspizzagrill.foodtecsolutions.com/contact,,Contact us
The Pizza Depot,"6810 Fruitridge Rd, Sacramento, CA 95820",Pizza,easton,,https://www.orderpizzadepot.com/,http://places.singleplatform.com/pizza-depot-51/menu,,,,
La Cucina Ristorante Easton,"140 Main St, North Easton, MA 02356",Italian,easton,,http://lacucinasulmare.com/,,/giftcertificates,/contact-us,"
                Gift Certificates
              ","
                Contact Us
              "
Lindos Pizza,"447 Turnpike St #5, South Easton, MA 02375",Pizza,easton,,http://www.lindospizzaeaston.com/,,,https://www.lindospizzaeaston.com,,Contact Us
Ultimate Pizza,"277 Turnpike St #4, South Easton, MA 02375",Pizza,easton,,http://ultimatepizzaeaston.com/,http://www.ultimatepizzaeaston.com/services/salads/,,,,
Slice of Greek  Pizzeria & Greek Kitchen,"111 Belmont St, South Easton, MA 02375",Pizza,easton,,http://sliceofgreek.com/,http://sliceofgreek.com/,,#contact,,Click Here
Kelly's Place,,Familyfriendly,easton,,,,,,,
La Familia Restaurant,"520 Foundry St, South Easton, MA 02375",Italian,easton,,http://www.lafamiliarestaurants.com/,,,https://lafamiliarestaurants.com/contact-us/,,Contact Us
Anna's Pizzeria,"620 Washington St, South Easton, MA 02375",Pizza,easton,,http://www.annaspizzeriaeaston.com/,,,,,
PieZoni's Pizza,"25 Robert Dr, South Easton, MA 02375",Pizza,easton,"Counter-serve Italian chain dishing up pizza & pasta, plus subs, burgers & fries.",http://www.piezonis.com/,http://piezonis.com/menu/,,/contact-us,,Contact Us
Cape Cod Cafe Pizza,"690 Depot St, North Easton, MA 02356",Pizza,easton,,http://capecodcafepizza.com/easton/,,https://capecodcafepizza.cardfoundry.com/,http://capecodcafepizza.com/contact-us/,Gift Cards,Contact Us
Blackthorne Publick House,"402 Turnpike St, South Easton, MA 02375",Restaurant,easton,,,http://places.singleplatform.com/blackthorne-tavern/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
AJ's Stone Oven Pizzeria,"288 E Main St, Norton, MA 02766",Pizza,easton,,https://www.ajstoneovenpizzeria.com/,https://ajsstoneovenpizzeria.localsearch365.com/,,/a/locations/contact/26492?return_to=%2F,,"

                Email
"
May East Restaurant,"594 Washington St #7, South Easton, MA 02375",Chinese,easton,,http://www.mayeastrestaurant.com/,http://places.singleplatform.com/may-east-chinese-restaurant/menu?ref=google,,,,
Wendy's,"204 S, Wood Ave, Easton, PA 18042",Fast Food,easton,Fast-food burger chain serving sides such as chili & baked potatoes.,https://locations.wendys.com/united-states/pa/easton/204-s-wood-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,https://menu.wendys.com/en_US/categories/?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,http://www.wendysgiftcards.com/#/home,https://www.wendys.com/contact-us,gift card portal.,Contact page
Papa Gino's,"594 Washington St, Easton, MA 02375",Pizza,easton,"Standard, family-oriented chain for pizzas, pastas & subs.",https://locations.papaginos.com/ma/easton/594-washington-street.html?utm_source=yext&utm_medium=local&utm_campaign=listings,https://www.papaginos.com/menu?utm_source=yext&utm_medium=local&utm_campaign=listings,,,,
Chili's Grill & Bar,"726 W Center St, West Bridgewater, MA 02379",Tex Mex,easton,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting,https://www.chilis.com/locations/us/ma/west-bridgewater/west-bridgewater/?utm_source=gpo&utm_medium=local&utm_campaign=gmb,https://www.chilis.com/menu/?utm_source=gpo&utm_medium=local&utm_campaign=gmb,/gift-cards,/frequently-asked-questions,Gift Cards,Contact Us
Pizza Hut Express,,Pizza,easton,,,,,,,
Ruk Mae Healthy Thai Cusine,"1778 Washington St #48, Stoughton, MA 02072",Thai,easton,,http://rukmaethaifood.com/,,,/contact/,,Contact
Burger King,"479 Foundry St, North Easton, MA 02356",Fast Food,easton,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.",https://burgerking.com/store-locator/store/restaurant_2212,http://www.bk.com/menu,,,,
Subway,,Sandwich,easton,,,,,,,
The Great American Pub,"1736 Broadway, Raynham, MA 02767",Restaurant,easton,"Casual haunt serving pizzas, wings & other American basics, plus gluten-free options, in chill digs.",https://www.greatamericanpubraynham.com/,http://places.singleplatform.com/great-american-pub-2/menu?ref=google,,,,
Dunkin',"3 Roche Brothers Way Unit F, North Easton, MA 02356",Coffee shop,easton,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=339598,http://www.dunkindonuts.com/dunkindonuts/en/menu.html,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
Among the Flowers Cafe,"17 Mayhew Ln, Edgartown, MA 02539",American,edgartown,Veteran waterside go-to with patio offers breakfast all day & comfort-food dinners plus beer & wine.,,,,,,
Chesca's Restaurant,"38 N Water St, Edgartown, MA 02539",Restaurant,edgartown,Italian-American dishes star at this upscale bistro serving pre-dinner drinks on its quaint porch.,http://www.chescasmv.com/,http://www.chescasmv.com/updates-1/,/gift,/findus,Gift Certificates,Contact
Rockfish,"11 N Water St, Edgartown, MA 02539",American,edgartown,Wood-fired flatbreads & other American bites in a bi-level space with exposed-brick walls.,http://www.rockfishedgartown.com/,,,,,
Isola,"4690 Camp Rd, Hamburg, NY 14075",Italian,edgartown,,http://www.lisoladororestaurant.com/,,,/contact-us,," Contact Us
"
The Seafood Shanty,"31 Dock St, Edgartown, MA 02539",Seafood,edgartown,"Fish-focused menu served in a casual dining room or on the expansive deck, plus DJs some nights.",http://www.theseafoodshanty.com/,,,http://theseafoodshanty.com/contact,,Contact
Detente,"15 Winter St, Edgartown, MA 02539",American,edgartown,"Seasonal New American fare & a big wine list star at this chic, romantic venue with outdoor dining.",https://www.detentemv.com/,,,,,
19 Raw Oyster Bar,"19 Church St, Edgartown, MA 02539",Restaurant,edgartown,A menu featuring seafood towers & contemporary bistro fare in a renovated home with patio seating.,http://19rawoysterbar.com/,,https://www.instagram.com/p/B-FUuqeD5SP/,/#contact-section,"

","
                        Contact
                      "
Dock Street Coffee Shop,"2 Dock St, Edgartown, MA 02539",Restaurant,edgartown,"Traditional, no-frills coffeehouse serving hearty breakfast fare from a diner-style counter.",https://www.facebook.com/DockStreetCoffeeShop/,,,#,,Contact Dock Street Coffee Shop on Messenger
Atlantic Restaurant,"2 Main St, Edgartown, MA 02539",Restaurant,edgartown,Spiffy indoor-outdoor option for steak & seafood boasts a yacht-club vibe & occasional live music.,http://www.atlanticmv.com/,http://www.atlanticmv.com/wp-content/uploads/2017/05/dinner.pdf,,http://www.atlanticmv.com/contact-us/,,Contact
The Covington Restaurant,"52 Main St, Edgartown, MA 02539",American,edgartown,,http://thecovingtonrestaurant.com/,,,,,
Behind the Bookstore,"46 Main St, Edgartown, MA 02539",Restaurant,edgartown,"Al fresco coffee shop offering coffee drinks, breakfast eats & sandwiches, open May through fall.",http://btbmv.com/,,,#contact,,"
        Contact
      "
Quarterdeck Restaurant,"29 Dock St, Edgartown, MA 02539",Seafood,edgartown,,,,,,,
The Dunes,"31 Dunes Rd, Edgartown, MA 02539",New American,edgartown,"Family-friendly eatery features upscale New American cooking, plus an outdoor deck with ocean views.",https://www.winnetu.com/marthas-vineyard-restaurants/thedunes/,https://www.winnetu.com/wp-content/uploads/2020/02/Sample-Dunes-Dinner-Menu-Season-2020.pdf,https://www.winnetu.com/marthas-vineyard-restaurants/gift-certificates/,https://www.winnetu.com/about-us/contact-us/,Gift Certificates,Contact Us
Lighthouse Grill,"131 N Water St, Edgartown, MA 02539",New England,edgartown,Seafood & steaks offered in a refined waterfront restaurant located at the Harbor View Hotel.,,,,,,
The Terrace  Charlotte Inn,"27 S Summer St, Edgartown, MA 02539",Fine Dining,edgartown,Elegant bistro with patio seating dishing up farm-to-table American fare such as steak & seafood.,http://www.theterracemv.com/,,,http://www.theterracemv.com/contact/,,Contact
China House,"234 Upper Main St, Edgartown, MA 02539",Chinese,edgartown,,http://www.mvchinahouse.com/,,,http://www.mvchinahouse.com/contact-us/,,Contact Us
Island Bar & Grill,"11 Circuit Ave, Oak Bluffs, MA 02557",Grill,edgartown,,,,,,,
Edgartown Meat & Fish Market,"240 Edgartown-Vineyard Haven Rd, Edgartown, MA 02539",Grocery store,edgartown,,http://edgartownmeatandfish.com/,,,http://edgartownmeatandfish.com/about-us/hours-directions,,Contact
Shuck Shack,"12 Circuit Avenue Extension, Oak Bluffs, MA 02557",Oyster Bar,edgartown,,,,,,,
Sunshine and Coconuts,"236B Edgartown Rd, Edgartown, MA 02539",Restaurant,edgartown,,https://www.sunshineandcoconuts.com/contact,,,/contact,,"
            Contact
          "
Dominos,"1711 W El Camino Real, Mountain View, CA 94040",Restaurant,edgartown,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#/menu/category/viewAll/,,,,
Tony's Market,"119 Dukes County Ave, Oak Bluffs, MA 02557",Restaurant,edgartown,,http://www.tonysmarketmv.com/,,,,,
Linmar Corporation,,Restaurant,edgartown,,,,,,,
ArtCliff Diner,"39 Beach Rd, Vineyard Haven, MA 02568",Restaurant,edgartown,"Retro diner for American breakfast & lunch favorites, with a food truck on hand in the evening.",http://artcliffdiner.com/,http://places.singleplatform.com/art-cliff-diner/menu?ref=google,,,,
The Airport Marketplace,"17 Airport Rd, Edgartown, MA 02539",Shopping mall,edgartown,,,,,,,
Macphail's Corner Cafe,"18 Dock St, Edgartown, MA 02539",Cafe,edgartown,,,,,,,
Our Market,"1 E Chop Dr, Vineyard Haven, MA 02568",Beer store,edgartown,,,,,,,
Island Fresh Pizza & Subs,"395 State Rd, Vineyard Haven, MA 02568",Pizza,edgartown,,http://islandfreshpizza.com/,http://islandfreshpizza.com/index.php/menu/,,http://islandfreshpizza.com/index.php/contact-us/,,Contact Us
Shell,"141 Main St, Agawam, MA 01001",Restaurant,edgartown,"Burgers, sandwiches & diverse deli fare are served in a warm, traditional setting inside a house.",http://141-mainstreet.com/,https://www.mainstreet-deli.com/menu,,https://www.mainstreet-deli.com/contact,,Contact
Scottish Bakehouse,"977 State Rd, Vineyard Haven, MA 02568",Bakery,edgartown,"Locally run bakery serving light fare, sweets & gluten-free snacks in cozy digs with outside tables.",http://scottishbakehousemv.com/,http://scottishbakehousemv.com/wp-content/uploads/2017/04/SBH-Sweet-Treats-Spring-2017.pdf,http://vow.custcon.com/sco/vow_default.asp,,GiftCard Balance,
Woodland Variety & Grill,"455 State Rd # 4, Vineyard Haven, MA 02568",Grill,edgartown,,http://woodlandvarietyandgrill.com/,,,,,
Dockside Marketplace & Marina,"12 Circuit Avenue Extension, Oak Bluffs, MA 02557",Restaurant,edgartown,,http://mvdockside.com/,,,,,
Bad Martha Farmers Brewery,"270 Upper Main St #5932, Edgartown, MA 02539",Brewery,edgartown,,http://www.badmarthabeer.com/,http://www.badmarthabeer.com/brewery/,,https://www.badmarthabeer.com/contact/,,Contact
Vineyard Caribbean Cuisine,"13 Beach Rd, extension, MA 02568",Restaurant,edgartown,,,,,,,
Rosewater Market,"20 S Summer St, Edgartown, MA 02539",Market,edgartown,,http://rosewatermv.com/,,,,,
Black Sheep,"18 N Summer St, Edgartown, MA 02539",Gourmet grocery store,edgartown,"Cozy, light-filled store & cafe for artisanal goods plus small plates & wine flights.",http://blacksheeponmv.com/,,,,,
The Fish House,"Martha's Vineyard, 17 Airport Rd, Edgartown, MA 02539",Seafood,edgartown,,https://www.thefishhousemv.com/,,,,,
Devour,,Restaurant,edgartown,,,,,,,
The Poppy Market,"259 Shore Dr, Mashpee, MA 02649",Restaurant,edgartown,,,,,,,
Juice by the Sea,"79 Beach Rd #16, Vineyard Haven, MA 02568",Health Food,edgartown,,,,,,,
The Black Dog Water St Bakery,"3 Water St, Vineyard Haven, MA 02568",Bakery,edgartown,"Retailer selling casualwear, accessories & gifts with its signature dog logo for men, women & kids.",https://www.theblackdog.com/apps/store-locator/,https://cdn.shopify.com/s/files/1/1296/0139/files/WSBTAKEOUTWEB11_19_14.pdf?1642142880619452358,/pages/gift-card-balance,/pages/contact-us,Gift Card Balance,Contact Us
C Salt Wine Bar & Grille,"75 Davis Straits, Falmouth, MA 02540",Fine Dining,edgartown,Convivial kitchen offering fine American cuisine in a warm space with a bar area & patio.,http://www.csaltfalmouth.com/,http://places.singleplatform.com/c-salt-wine-bar--grille/menu?ref=google,,https://www.csaltfalmouth.com/contact-us,,Contact
Quarterdeck,"164 Main St, Falmouth, MA 02540",American,edgartown,"Casual spot for traditional surf ’n’ turf in a historic, nautical-themed setting.",http://www.qdfalmouth.com/,,/gift-cards,/contact-us,Gift Cards,Contact Us 
The Stagecoach Tavern,"854 S Undermountain Rd, Sheffield, MA 01257",American,egremont,"Tavern with 1700s roots offering seasonal America fare in a warm, upscale space at Race Brook Lodge.",,https://app.upserve.com/s/the-stagecoach-tavern-sheffield,,,,
Crossroads Food Shop,"2642 NY-23, Hillsdale, NY 12529",American,egremont,"A modern, rustic all-day option offering locally inspired menus that change with the seasons.",http://www.crossroadsfoodshop.com/,,,,,
O's Hillsdale Diner,"9276 NY-22, Hillsdale, NY 12529",Diner,egremont,,,,,,,
North Village Smokehouse,"32 Federal St, Millers Falls, MA 01349",Restaurant,erving,,http://northvillagesmokehouse.com/,,,https://www.northvillagesmokehouse.com,,CONTACT
Franklin Grocery,"21-77 Lester St, Erving, MA 01344",Pizza Takeout,erving,,https://m.facebook.com/Franklin-Grocery-Package-Store-Prondeckis-146933321998325/?refid=13,,,,,
French King Bowling Center and Storage Facilities,"55 French King Hwy, Erving, MA 01344",Bowling alley,erving,,http://www.bowling4fun.com/,,,https://www.bowling4fun.com/Contact-Us,,Contact Us
Freight House Antiques,"11 E Prospect St, Erving, MA 01344",Cafe,erving,,http://freighthouseantiques.net/,,,/contact,,Contact
Dunkin',"63 French King Hwy, Erving, MA 01344",Coffee shop,erving,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=350077,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=350077,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
CK Pearl,"112 Main St, Essex, MA 01929",Seafood,essex,Unfussy seafood plates served in comfortable surrounds with a full bar & riverside deck seating.,http://www.ckpearl.com/,,https://www.toasttab.com/ck-pearl-112-main-st/giftcards,/contact,Buy E-Gift Cards Here,"
            Contact
          "
Windward Grille Restaurant,"109 Eastern Ave, Essex, MA 01929",Restaurant,essex,"Traditional American fare such as steaks & seafood served in a cozy, long-standing farmhouse.",http://www.windwardgrille.com/,,,,,
Essex Seafood,"143 Eastern Ave, Essex, MA 01929",Seafood,essex,"Humble, wood-paneled restaurant & market for fresh lobster, fried clams & other seafood favorites.",http://www.essexseafood.com/,https://www.essexseafood.com/ESF/menuwinter19.pdf,,,,
Woodman's of Essex,"119 Main St, Essex, MA 01929",Seafood,essex,"Crowds line up at this 1914 seafood specialist with a no-frills, counter-serve setup & big portions.",http://www.woodmans.com/,http://www.woodmans.com/restaurants/menus/,https://www.woodmans.com/product-category/online-gift-certificates/,https://www.woodmans.com/contact-us/directions/,Online Gift Certificates,Directions
JT Farnham's,"88 Eastern Ave, Essex, MA 01929",Seafood,essex,Old-school seafood shack serving the local catch in a homey setting with views of the Essex River.,http://www.jtfarnhams.com/,http://places.singleplatform.com/farnhams-j--ts-seafood--grill/menu?ref=google,,,,
Blue Marlin Grille,"65 Eastern Ave, Essex, MA 01929",Seafood,essex,"Steaks, seafood & pasta dishes are the draw at this local, contemporary establishment with a patio.",http://www.bluemarlingrille.com/,http://www.bluemarlingrille.com/dinner-menu/,,,,
Shea's Riverside Restaurant & Bar,"122 Main St, Essex, MA 01929",Seafood,essex,Evocative restaurant serving New England seafood & drinks in patio-equipped digs with river vistas.,http://sheasrestaurant.com/,https://www.sheasrestaurant.com/eat/,,https://www.sheasrestaurant.com/contact-us/,,Contact
Ripple on the Water,"74 Main St, Essex, MA 01929",Restaurant,essex,,http://ripplerestaurant.com/,,,https://www.ripplerestaurant.com/contact,,contact
Riversbend,"35 Dodge St, Essex, MA 01929",New American,essex,Elegant New American dishes from a rotisserie & wood-fired oven served in a former boathouse.,http://riversbendessex.com/,,,http://riversbendessex.com/contact/,,Contact/ Hours
Cape Ann Pizza & Subs,"65 Eastern Ave, Essex, MA 01929",Pizza,essex,,http://www.capeannpizzaessex.com/,http://www.capeannpizzaessex.com/menu.html,,contact.html,,
Boat House Grille Essex,"234 John Wise Ave, Essex, MA 01929",American,essex,"A menu specializing in classic American seafood, in a relaxed space with stone fireplace & bar area.",https://www.boathousegrilleessex.com/,https://www.boathousegrilleessex.com/menu/,,,,
The Farm Bar and Grille,"25 Portland Ave, Dover, NH 03820",Restaurant,essex,,https://www.farmbargrille.com/,,,/contact,,Contact
Essex Pizza,"235 Western Ave, Essex, MA 01929",Pizza,essex,,http://www.essexmapizza.com/,,,#,,Contact Us
Lobsta Land,"84 Causeway St, Gloucester, MA 01930",Seafood,essex,Seasonal mainstay showcasing local seafood with inventive dishes such as lobster bouillabaisse.,http://www.lobstalandrestaurant.com/,http://lobstalandrestaurant.com/,,https://www.lobstalandrestaurant.com/contact,,Contact
Essex River Dogs,"162 Main St, Essex, MA 01929",Hot Dog Stand,essex,,,,,,,
Choate Bridge Pub,"3 S Main St, Ipswich, MA 01938",American,essex,"Grilled steaks, clams & pizzas, with a range of beers on tap, in a cozy bar with wooden interiors.",http://www.choatebridgepub.com/,,,index.php?link=contact,,
Ithaki Modern Mediterranean,"25 Hammatt St, Ipswich, MA 01938",Mediterranean,essex,"Upscale yet comfy restaurant serving creative Greek-Mediterranean fare, plus a full bar.",http://www.ithakicuisine.com/,http://ithakicuisine.com/menu/,,https://www.ithakicuisine.com/contact-us,,Contact Us
Causeway Restaurant,"78 Essex Ave, Gloucester, MA 01930",Italian,essex,"Snug, marine-themed standby with jumbo portions of seafood, plus meat entrees & hearty pastas. BYOB.",http://thecausewayrestaurant.com/,http://thecausewayrestaurant.com/,,,,
Cala's Restaurant,"7 Beach St, Manchester-by-the-Sea, MA 01944",New England,essex,"Hangout offering a full bar, easygoing vibe & a menu with New American food & build-your-own pizzas.",,http://calasrestaurant.com/dinner,https://serenitee.myguestaccount.com/login/web_card_sale/selectcards.srv,/contact,"Serenitee Gift Card
",Contact
Clam House,"2 Essex Rd #2526, Ipswich, MA 01938",Seafood,essex,,https://clam-house.business.site/,,,,,Contact
Dunkin',"1970 W 11th St, Tracy, CA 95376",Coffee shop,essex,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://smart.link/abu8tr12sc1y6,http://www.dunkindonuts.com/dunkindonuts/en/menu.html,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
Mile Marker One Restaurant & Bar,"75 Essex Ave, Gloucester, MA 01930",Grill,essex,"Waterfront resort bar & grill with a variety of dining options, from seafood dishes to a pool bar.",http://www.milemarkerone.com/,https://capeannmarina.com/dining/menus/,https://capeannmarina.com/gift-card/,https://capeannmarina.com/contact-us/,Purchase Gift Cards,Contact Us
Brown Dog Restaurant,"14 Central St, Ipswich, MA 01938",American,essex,,http://www.thebrowndogipswich.com/,http://www.thebrowndogipswich.com/menu.html,,,,
Black Arrow,"26-28 Central St, Manchester-by-the-Sea, MA 01944",American,essex,,http://www.facebook.com/blackarrowrestaurant/,,,#,,Contact BLACK ARROW on Messenger
Azorean Restaurant & Bar,"133 Washington St, Gloucester, MA 01930",Portuguese,essex,"Hearty land & sea specialties from Portugal's Azores Islands, served in a warm & casual space.",http://www.azoreanrestaurant.com/,http://www.azoreanrestaurant.com/menu.html,https://www.azoreanrestaurant.com/gift-cards,mailto:INFO@AZOREANRESTAURANT.COM?subject=EMAIL US,Gift Cards,CONTACT US
Mike's Roast Beef,"115 Broadway, Everett, MA 02149",Takeout Restaurant,everett,"Unassuming counter serve doling out a range of classic sandwiches & wraps, plus shakes & fries.",,http://places.singleplatform.com/mikes-roast-beef/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
810 Bar & Grille,"8 Norwood St, Everett, MA 02149",Grill,everett,"Italian eatery serving heaping plates of homemade favorites with wine in a casual, cozy setting.",http://www.eight10barandgrille.com/,http://places.singleplatform.com/810-bar--grille/menu?ref=google,,Contact_Us.html,,Contact Us
Oliveira's Restaurant,"749 Broadway, Everett, MA 02149",Brazilian,everett,"Brazilian pick with rodizio, buffet & à la carte options including sushi, plus weekend live music.",http://www.oliveirasrestaurant.com/,http://places.singleplatform.com/oliveiras-restaurant/menu?ref=google,,#,,Contact
Bun's House,"338 Ferry St, Everett, MA 02149",Chinese,everett,,https://www.bunshousema.com/,https://www.bunshousema.com/,,#Contact,,Contact
Brothers Kafe Kreyol,"299 Main St, Everett, MA 02149",Haitian,everett,,,http://places.singleplatform.com/brothers-kafe-kreyol-llc/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
La Hacienda Everett,"432 Broadway, Everett, MA 02149",Mexican,everett,,https://lahaciendaeverett.com/,https://lahaciendaeverett.com/menu.php#me1,,https://www.yelp.com/,,Find Us on   
Bucci's,"100 Summer St, Everett, MA 02149",Pizza,everett,,https://www.buccispizza.com/,https://slicelife.com/restaurants/ma/everett/02149/bucci-s-pizza/menu,,,,
Secret Place Restaurant,"700 Broadway, Everett, MA 02149",Restaurant,everett,,,http://places.singleplatform.com/secret-place-restaurant/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Peter's Sunrise Restaurant,"320 Main St, Everett, MA 02149",Breakfast,everett,,,,,,,
Marao Burgers Everett,"3407, 318 Broadway, Everett, MA 02149",Hamburger,everett,,https://m.facebook.com/marao.lanches.9,http://places.singleplatform.com/marao-burgers/menu?ref=google,,,,
La Fania Bar & Grill,"18 Beacham St, Everett, MA 02149",Grill,everett,,,https://www.lafaniabarandgrill.com/#menu,,,,
Mamma Mia's Restaurant & Pizzeria,"301 Elm St, Everett, MA 02149",Pizza,everett,,http://mammamiaseverett.com/,http://www.mammamiaseverett.com/,,https://mammamiaseverett.com/contact/,,Contact Us/Catering
Ferry Street Grille,"108 Ferry St, Everett, MA 02149",Breakfast,everett,,https://m.facebook.com/profile.php?id=138532532861505,,,,,
Dempsey's Restaurant,"438 Broadway, Everett, MA 02149",Breakfast,everett,,http://www.dempseysbreakfast.com/,,,,,
Sei Bar Everett,"916 Broadway, Everett, MA 02149",Chinese,everett,,http://www.seibar.com/,,,,,
Burrito's Pizza & Grill,"696 Broadway, Everett, MA 02149",Mexican,everett,,https://www.burritospizzagrilleverett.com/,https://slicelife.com/restaurants/ma/everett/02149/burrito-s-pizza-grill/menu,,,,
Everett Pizza Place,"176 Chelsea St, Everett, MA 02149",Pizza,everett,"Unpretentious pizza joint turning out various specialty pies, plus hot subs & fried chicken.",http://www.everettpizzaplace.com/,https://order.labrador.ai/store/everett-pizza-place-everett,,index.php?link=contact,,
Main Street House of Pizza,"130 Main St, Everett, MA 02149",Pizza,everett,"Comfortable pizzeria with contemporary styling turning out traditional pies, calzones & subs.",http://www.mainsthop.com/,,,contact.html,,Contact
Texas Roadhouse,"31 Mystic View Rd, Everett, MA 02149",Steak,everett,Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,https://www.texasroadhouse.com/locations/massachusetts/everett,https://forms.texasroadhouse.com/NMotion/Menus/Menu%20(1911-K-F-A).pdf,,/contact,," 
          Contact
        "
Cha Cha Cha Taqueria,"145 Broadway, Everett, MA 02149",Mexican,everett,,https://cha-cha-cha-taqueria.business.site/,http://places.singleplatform.com/cha-cha-cha-taqueria-1/menu?ref=google,,,,Contact
Rancho Los Primos Restaurant,"619 Broadway, Everett, MA 02149",Mexican,everett,,https://m.facebook.com/profile.php?id=1540111716312075,,,,,
Village Bar & Grill,"38 Norman St, Everett, MA 02149",Grill,everett,,https://www.villagebareverett.com/,http://places.singleplatform.com/village-bar--grill-0/menu?ref=google,,https://www.villagebareverett.com,,Contact
Super Burritos Mexican Grill,"453 Ferry St, Everett, MA 02149",Mexican,everett,"Unfussy spot for Salvadoran & Mexican staples, including pupusas & tamales, plus breakfast.",,,,,,
taco el paso,"15 Norwood St #2709, Everett, MA 02149",Mexican,everett,,,,,,,
DiBlasi's Subs,"616 Broadway, Everett, MA 02149",Fast Food,everett,,https://diblasissubs.com/,https://diblasissubs.com/,,contact.html,,Find Us
Jalapeno's,"882 Broadway, Everett, MA 02149",Mexican,everett,,,,,,,
Regal Mexican Grill,"440 Broadway, Everett, MA 02149",Mexican,everett,,https://regalmexican.net/,https://regalmexican.net/,,#contact,,contact me
Sal's Pizza,"40 Ferry St, Everett, MA 02149",Pizza,everett,"Branch of a pizzeria chain offering 19-inch, 3-pound pies & specialty toppings, plus calzones.",,,,,,
Line Steak & Brew,"10 Woodlawn Ave, Everett, MA 02149",Steak,everett,,,,,,,
New Jumbo House,"400 Main St, Everett, MA 02149",Restaurant,everett,,https://www.jumbohousema.com/,https://www.jumbohousema.com/menu,,https://www.jumbohousema.com/contact,,Contact
Braza Bar And Grill,"158 School St, Everett, MA 02149",Brazilian,everett,Vibrant all-you-can-eat churrascaria serving Brazilian grilled meats rodizio-style in sizable digs.,,,,,,
