name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt
MIT Press Bookstore,"301 Massachusetts Ave, Cambridge, MA 02139",Book store,billerica,http://mitpressbookstore.mit.edu/,,,,,http://mitpressbookstore.mit.edu/contact/,Contact
Books & Arts,"1428 Beacon St, Brookline, MA 02446",Book store,billerica,https://www.facebook.com/BostonBookArts/,,,,,#,Contact Books & Arts on Messenger
Amazon Books,"246 Legacy Pl, Dedham, MA 02026",Book store,billerica,https://amzn.to/35VNKYJ,,,Gift Cards,/gift-cards/b/?ie=UTF8&node=2238192011&ref_=nav_cs_gc,,
Boston Book Company,"705 Centre St, Jamaica Plain, MA 02130",Rare book store,billerica,http://www.rarebook.com/,,2nd-floor shop offers an extensive selection of antiquarian & rare books in a wide array of genres.,,,,
Blue Bunny,"577 High St, Dedham, MA 02026",Book store,billerica,http://www.bluebunnybooks.com/,,,"

",https://www.instagram.com/p/B-o2iK5HwHz/,/contact-us,Contact Us
Barbara's Bestsellers,"South Station Main Concourse, 700 Atlantic Ave, Boston, MA 02205",Book store,billerica,http://www.barbarasbookstore.com/boston,,,,,,
Barnes & Noble,"98 Middlesex Turnpike, Burlington, MA 01803",Book store,billerica,https://stores.barnesandnoble.com/store/2966,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Barnes & Noble,"The Derby Street Shoppes, 96 Derby St Suite 300, Hingham, MA 02043",Book store,billerica,https://stores.barnesandnoble.com/store/2194,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
The Bookstore of Gloucester,"61 Main St #5783, Gloucester, MA 01930",Book store,billerica,http://www.thebookstoreofgloucester.com/,,,,,/contact,"
                Contact
              "
3 Trolls Games & Puzzles,"7 Summer St, Chelmsford, MA 01824",Game store,billerica,https://www.facebook.com/3-Trolls-Games-Puzzles-89349038688/,,,,,#,Contact 3 Trolls Games & Puzzles on Messenger
The Salvation Army Family Store & Donation Center,,Thrift store,billerica,,,,,,,
RRRecords,,Record store,billerica,,,,,,,
Donna's New & Used Thrift Store,"14 Treble Cove Rd, North Billerica, MA 01862",Thrift store,billerica,http://stannes-billerica.org/,,,,,http://stannes-billerica.org/contact-us/,Contact Us
El Taller,"275 Essex St, Lawrence, MA 01840",Book store,billerica,http://eltallerarts.com/,http://eltallerarts.com/menudupe/,"Cafe featuring a menu of coffee, breakfast, sandwiches & Mexican fare, plus shelves of books.",,,,
Brissonte Gifts & Home Decor,"157 Main St, North Reading, MA 01864",Gift shop,billerica,https://brissonte-gifts-home-decor.business.site/,,,,,,Contact
GameStop,,Video game store,billerica,,,,,,,
The Paper Store,"90 Drum Hill Rd Ste 7, Chelmsford, MA 01824",Gift shop,billerica,https://locations.thepaperstore.com/chelmsford-90-drum-hill-rd-ste-7-01824-1520,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
St Joseph the Worker Shrine,"37 Lee St, Lowell, MA 01852",Gift shop,billerica,https://www.stjosephshrine.org/,,,,,/contact, Find us on a map
Edible Arrangements,"1721 Main St Unit 6, Tewksbury, MA 01876",Gift shop,billerica,https://www.ediblearrangements.com/stores/1721-main-st-tewksbury-ma-01876,,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,,,javascript:void(0);,Contact Us
The Salvation Army Family Store & Donation Center,"132 Merrimack St, Haverhill, MA 01830",Thrift store,billerica,https://satruck.org/,,,,,#,Contact
Best Buy,"220 Daniel Webster Hwy, Nashua, NH 03060",Music store,billerica,https://stores.bestbuy.com/nh/nashua/220-daniel-webster-hwy-534.html/?ref=NS&loc=ns100,,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.",,,mailto:S-000534-Leaders@bestbuy.com,E-mail Us
The Salvation Army Family Store & Donation Center,,Thrift store,billerica,,,,,,,
The Salvation Army Family Store & Donation Center,"300 Main St, Nashua, NH 03060",Thrift store,billerica,https://satruck.org/,,,,,#,Contact
Tole Booth,"129 Main St, Blackstone, MA 01504",Gift shop,blackstone,,,,,,,
Holy Cross Bookstore,"50 Goddard Ave, Brookline, MA 02445",Book store,blackstone,https://holycrossbookstore.com/,,,,,/pages/contact-us,Contact Us
Books On the Square,"471 Angell St, Providence, RI 02906",Book store,blackstone,http://www.booksq.com/,,, ,http://www.booksq.com/gift-certificate,,
Barrington Books,"Garden City Center, 176 Hillside Rd, Cranston, RI 02920",Book store,blackstone,http://www.barringtonbooks.com/,,,,,/contact.html,"
										Contact
									"
The Salvation Army Family Store & Donation Center,"30 N Main St, Woonsocket, RI 02895",Thrift store,blackstone,https://satruck.org/,,,,,#,Contact
Meg's Second Hand Place,"810 Quaker Hwy, Uxbridge, MA 01569",Thrift store,blackstone,,,,,,,
Barrington Books,"184 County Rd, Barrington, RI 02806",Book store,blackstone,http://www.barringtonbooks.com/,,,,,/contact.html,"
										Contact
									"
Nana's Attic,"397 Cass Ave, Woonsocket, RI 02895",Thrift store,blackstone,,,,,,,
Blackstone's of Beacon Hill,"46 Charles St, Boston, MA 02114",Gift shop,blackstone,http://www.blackstonesbeaconhill.com/,,"Eclectic haunt offering a wide & whimsical array of collectible figurines, home decor & more.",,,/pages/contact-us-1,Contact Us
The WaterFire Arts Center,"475 Valley St, Providence, RI 02908",Book store,blackstone,https://artscenter.waterfire.org/,,,,,https://artscenter.waterfire.org/contact-us/,Contact Us
Frog & Toad  East,"795 Hope St, Providence, RI 02906",Gift shop,blackstone,http://www.frogandtoadstore.com/,,,Gift Cards,https://www.frogandtoadstore.com/gift-cards/,,
Book Case,"809 Blackstone Rd, Connellsville, PA 15425",Book store,blackstone,http://bookcbks.alibrisstore.com/,,,,,javascript:void(0);,E-mail The Book Case
The Book End,"102 Maple St, Blackstone, VA 23824",Used book store,blackstone,http://www.nottlib.org/bookend.htm,,,,,contactmenu.htm,Contact
Harry Potter Shop,"272 Newbury St, Boston, MA 02116",Gift shop,blackstone,,,,,,,
Black Stone Bookstore,"214 W Michigan Ave, Ypsilanti, MI 48197",Book store,blackstone,,,,,,,
Barnes & Noble,"Villagio Retail Center, 7849 N Blackstone Ave, Fresno, CA 93720",Book store,blackstone,https://stores.barnesandnoble.com/store/2112,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Gabriel Books,"21 Market St, Northampton, MA 01060",Used book store,blandford,,,,,,,
Comics N' More,"64 Cottage St, Easthampton, MA 01027",Comic book store,blandford,http://www.comics-n-more.com/,,,,https://squareup.com/gift/9H6RWR916HHTT/order,https://comics-n-more.com/contact/,contact
Mondazzi Books,"570 Hayden Station Rd, Windsor, CT 06095",Book store,blandford,http://www.mondazzi.com/,,,,,,
The Yale Bookstore,"77 Broadway, New Haven, CT 06511",Book store,blandford,https://yale.bncollege.com/,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=16556,Contact Us
Barnes & Noble,"102 Dorset St S, South Burlington, VT 05403",Book store,blandford,https://stores.barnesandnoble.com/store/2776,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
A2Z Science & Learning Store,"57 King St, Northampton, MA 01060",Toy store,blandford,http://a2zscience.com/,,,Gift Cards,https://a2zscience.com/product-category/gift-cards/,https://a2zscience.com/contact-us/,Contact Us
White Square  Fine Books & Art,"86 Cottage St, Easthampton, MA 01027",Book store,blandford,,,,,,,
FSP Books,"188 Central St # 4, Hudson, MA 01749",Book store,bolton,http://www.fire-police-ems.com/,,,,,https://www.fire-police-ems.com/contact.shtml,Contact Us
Scholastic Book Fairs,"100 Adams Rd # 6, Clinton, MA 01510",Book store,bolton,http://www.scholastic.com/bookfairs/,,,,,,Contact Us
Goodseed Ministries,"155 Brook St, Hudson, MA 01749",Christian book store,bolton,http://www.goodseed.org/,,,,,,
Adventist Book Center,"34 Sawyer St, South Lancaster, MA 01561",Book store,bolton,https://www.adventistbookcenter.com/,,,,,https://adventistbookcenter.com/contact-us,
Newbury Comics,"Solomon Pond Mall, 601 Donald Lynch Blvd # 3265, Marlborough, MA 01752",Comic book store,bolton,http://www.newburycomics.com/,,"Source for music, movies, comics & other pop culture goods, with an emphasis on independent artists.",Store Gift Cards,/collections/gift-card,/pages/contact-us/,"              
              Contact Us
            "
The One Stop Shop,"10 High St, Clinton, MA 01510",Video game store,bolton,http://theonestopshopgames.com/,,,,,https://theonestopshopgames.com/contact-us/,Contact Us
Moonstones,"276 W Main St #13, Northborough, MA 01532",Book store,bolton,http://www.intuitivelifeforce.com/,,,,,https://www.intuitivelifeforce.com/contact,Contact
Crazy4Comics,"276 W Main St, Northborough, MA 01532",Comic book store,bolton,http://gocrazy4comics.com/,,,,,https://gocrazy4comics.com/contact-us/,Contact Us
Natalie Johnson Book Store,"260 Shrewsbury St, Boylston, MA 01505",Book store,bolton,,,,,,,
Go Calendars Games & Toys,"601 Donald Lynch Blvd, Marlborough, MA 01752",Book store,bolton,http://www.goretailgroup.com/,,,,,http://app.bronto.com/public/webform/render_form/b4dm9zrosim7vd277m2zu3hemk0p6/644b6194dc9a45287a2b19648e5b017e/addcontact,Subscribe Now!
Go Calendars Toys & Games,"601 Donald Lynch Blvd, Marlborough, MA 01752",Book store,bolton,http://www.goretailgroup.com/,,,,,http://app.bronto.com/public/webform/render_form/b4dm9zrosim7vd277m2zu3hemk0p6/644b6194dc9a45287a2b19648e5b017e/addcontact,Subscribe Now!
Lasell University Bookstore,"Science and Technology Center, 1844 Commonwealth Avenue, Auburndale, MA 02466",Book store,bolton,http://lasell.bncollege.com/,,,,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=72237,Contact Us
Personal Development Center,"2100 Moorpark Ave, San Jose, CA 95128",Book store,bolton,https://www.bkstr.com/sanjosecitycollegeshopstore/home,,,,,,
Many Hands Thrift Shoppe,,Thrift store,bolton,,,,,,,
Clinton Hospital Guild Thrift,"37 High St, Clinton, MA 01510",Thrift store,bolton,,,,,,,
Gaming Outfitters,"14 Kane Industrial Dr, Hudson, MA 01749",Gift shop,bolton,http://www.gamingoutfitters.com/,,,,,/pages/contact-us,Contact Us
Craftworks,"243 W Main St, Northborough, MA 01532",Gift shop,bolton,http://www.craftworkscoop.com/,,,,/gift-card.htm,,
The Paper Store,"10 Technology Dr Ste 3, Hudson, MA 01749",Gift shop,bolton,https://locations.thepaperstore.com/hudson-10-technology-dr-ste-3-01749-2791,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
The Paper Store,"601 Donald Lynch Blvd, Marlborough, MA 01752",Gift shop,bolton,https://locations.thepaperstore.com/marlborough-601-donald-lynch-boulevard-01752,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
Berklee College of Music Bookstore,"1090 Boylston St, Boston, MA 02215",Book store,boston,https://berklee.bncollege.com/,,"Store offering textbook sales & rentals plus college merchandise, including apparel & gifts.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=40054,Contact Us
Suffolk University Bookstore,"120 Tremont St, Boston, MA 02108",Book store,boston,https://www.bkstr.com/suffolklawsstore/home,,"College bookstore selling school supplies, apparel & gifts plus print & digital textbooks.",,,,
Wentworth Bookstore,"103 Ward St, Boston, MA 02120",Book store,boston,https://www.bkstr.com/wentworthitstore/home,,"Campus retailer stocks a wide selection of new & used textbooks, school apparel, supplies & gifts.",,,,
inSpirit The UU Book and Gift Shop,"24 Farnsworth St, Boston, MA 02210",Book store,boston,http://www.uuabookstore.org/,,,,,ContactUs.aspx,Contact Us
Tufts University Health Sciences Bookstore,"116 Harrison Ave, Boston, MA 02111",Book store,boston,http://tufts.bncollege.com/webapp/wcs/stores/servlet/BNCBLocationAndContactView?langId=-1&storeId=21051&catalogId=10001,,"Textbook sales & rentals plus university merchandise such as apparel, housewares & gifts.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=21051,Contact Us
Barnes & Noble,"800 Boylston St #179, Boston, MA 02199",Book store,boston,https://stores.barnesandnoble.com/store/2115,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Northeastern University Bookstore,"360 Huntington Ave, Boston, MA 02115",Book store,boston,http://northeastern.bncollege.com/,,"University bookstore stocking textbooks, merchandise, school supplies, some trade books & magazines.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=17555,Contact Us
St Francis Chapel Gift Shop and Bookstore,"800 Boylston St, Boston, MA 02199",Religious book store,boston,https://www.omvusa.org/st-francis-chapel/gift-shop/,,,,,https://www.omvusa.org/st-francis-chapel/about-us/contact-us/,Contact Us
Emmanuel College Bookstore,"400 Fenway, Boston, MA 02115",Book store,boston,https://www.bkstr.com/emmanuelstore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
Roxbury Community College Bookstore,"1234 Columbus Ave, Boston, MA 02120",Book store,boston,https://www.bkstr.com/roxburyccstore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
Trident Booksellers & Cafe,"338 Newbury St, Boston, MA 02115",Book store,boston,http://www.tridentbookscafe.com/,https://www.tridentbookscafe.com/menu,"Indie bookstore & cafe with a big all-day breakfast menu, veggie options & a linger-friendly vibe.",Gift Cards,/trident-books-cafe-gift-card,https://visitor.r20.constantcontact.com/manage/optin?v=0012su5kPS-3mudm2Dr7GDMl0Ij1l6H7D_5fmo0APjQKBKvhTlJZfOOWoeZDDGywNx7Yt7repiiOo0y7qX06Zvak6ohVWCGrb96TO-Z0K6ba4he-ZwWG5535Dzas1CGsBAjiUK0eILlbNukMBmk_o_NoUqSpKLgQQQyfuImvkuTDuY%3D,Get our Newsletter!
Bromer Booksellers and Gallery,"607 Boylston Street Second Floor, Boston, MA 02116",Rare book store,boston,http://www.bromer.com/,,"Established bookshop featuring unique collections of rare, antiquarian & miniature books & prints.",,,#,Contact
Barnes & Noble Emerson College,"114 Boylston St, Boston, MA 02116",Book store,boston,http://emerson.bncollege.com/,,,,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=35055,Contact Us
Christian Science Church Reading Room & Bookstore,"1575 Albatross Dr, Sunnyvale, CA 94087",Christian book store,boston,http://www.christiansciencesunnyvale.org/reading-room,,,,,/contact-us,Contact Us
Comicopia,"464 Commonwealth Avenue, Square STE 13, Boston, MA 02215",Comic book store,boston,http://www.comicopia.com/,,"Niche bookshop for new comics, graphic novels, paperbacks & translated Japanese manga.",,,https://comicopia.com/contact/,Contact
Nancy Shaw,"222 Berkeley St, Boston, MA 02116",Book store,boston,http://www.nancyshawbooks.com/contact.html,,,,,contact.html,Contact
Massachusetts Center for the Book,"300 The Fenway, Simmons Gslis, Boston, MA 02115",Book store,boston,http://www.massbook.org/,,,,,/contact-us,"
            Contact Us
          "
Boston College Bookstore,"140 Commonwealth Avenue, Chestnut Hill, MA 02467",Book store,boston,https://www.bkstr.com/bostoncollegestore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
Follett Higher Education Group,"120 Tremont St, Boston, MA 02108",Book store,boston,https://www.follett.com/bookstores-search?state=MA,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,/CONTACT,"








"
EF Schilling & Sons Inc,"1 Fairfield Pl #2, Boston, MA 02109",Used book store,boston,,,,,,,
F A Bernett Inc,"144 Lincoln St #3, Boston, MA 02111",Used book store,boston,http://www.fabernett.com/,,"Established book collector stocking rare & out-of-print art books, photographic albums, maps & more.",,,https://www.bernettpenka.com/contact.php,Contact
Raven Used Books,,Used book store,boston,,,,,,,
Hudson Book Sellers,"200 Airport Rd Uturn To Departure Level, East Boston, MA 02128",Book store,boston,https://www.hudsonbooksellers.com/,,"Bookseller chain carrying a variety of fiction & nonfiction books, magazines & assorted sundries.",,,/Contact,Contact Us
Kok WA Co,"8 Tyler St # A, Boston, MA 02111",Book store,boston,,,,,,,
Hudson Booksellers,,Book store,boston,,,,,,,
Booklink,"1 Harborside Dr, Boston, MA 02128",Book store,boston,http://www.massport.com/logan-airport/dining-shopping/shops/,,"Airport bookshop with a wide selection of titles, including new releases & children's literature.",,,/massport/about-massport/contact/,Contact Us
Hudson Booksellers,,Book store,boston,,,,,,,
Holy Cross Bookstore,"50 Goddard Ave, Brookline, MA 02445",Book store,boston,https://holycrossbookstore.com/,,,,,/pages/contact-us,Contact Us
Ars Libri Ltd,"500 Harrison Ave # 1F, Boston, MA 02118",Book store,boston,http://www.arslibri.com/,,"Revered mainstay boasts a large selection of rare art reference books, periodicals, prints & more.",,,http://visitor.r20.constantcontact.com/d.jsp?llr=kw9l7veab&p=oi&m=1104540986058,Sign up for our Email Catalogues/Newsletters 
Cash4YourBooksnet,,Used book store,boston,,,,,,,
Harvard Coop,"Spangler Center, 117 Western Ave, Boston, MA 02163",Book store,boston,https://store.thecoop.com/,,,,,/contact-us/,Contact Us
PruRobin,"Robin Hood St, Boston, MA 02125",Book store,boston,,,,,,,
Peter L Stern & Co Inc,"15 Court Square #101, Boston, MA 02108",Book store,boston,http://www.sternrarebooks.com/,,"Veteran antiquarian seller of used & rare books, including first editions & signed copies.",,,https://www.sternrarebooks.com/contact.php,Contact
Tree of Life Bookstore,"62 Harvard Ave, Boston, MA 02134",Book store,boston,http://hrocboston.org/ourchurch/32.html#treebook,,,,,ourchurch/contact.html,Contact Us
Lucy Parsons Center,"358 Centre St # A, Jamaica Plain, MA 02130",Book store,boston,https://www.facebook.com/lpcenter/,,,,,,
8090Shu Dian ,,Book store,boston,,,,,,,
Seven Stars,"731 Massachusetts Ave, Cambridge, MA 02139",Book store,boston,,,Homey shop features a wide range of New Age books & precious stones in a down-to-earth atmosphere.,,,,
MFA Boston  Bookstore & Gift Shop,"465 Huntington Ave, Boston, MA 02115",Gift shop,boston,http://www.mfashop.com/,,"Museum shop stocks a colorful selection of exhibition gifts, artwork, clothing, accessories & toys.",,,,
Newbury Comics,"Faneuil Hall Marketplace, 1 N Market St #366, Boston, MA 02109",Book store,boston,http://www.newburycomics.com/,,"Source for music, movies, comics & other pop culture goods, with an emphasis on independent artists.",Store Gift Cards,/collections/gift-card,/pages/contact-us/,"              
              Contact Us
            "
Robin Bledsoe Horse & Art Books,"1640 Massachusetts Ave, Cambridge, MA 02138",Book store,boston,http://www.bledsoebooks.com/,,"Established two-room shop dating back to 1973 carrying new, used & rare books about horses & art.",Gift Certificates,/gift-certificates.php,https://www.bledsoebooks.com/contact.php,Contact
Christian Science Reading Room,"194 Massachusetts Ave, Boston, MA 02115",Book store,boston,http://www.christianscience.com/find-us/visit-the-mother-church/the-mother-church-reading-room,,,,,/find-us,Find us
The Boston Book Festival,"32R Essex St #5, Cambridge, MA 02139",Book store,boston,https://bostonbookfest.org/,,,,,,
Antiquarian Books of Boston,"34 Ocean Ave, Winthrop, MA 02152",Book store,boston,,,,,,,
Tufts Bookstore,"46 Professors Row, Medford, MA 02155",Book store,boston,https://tufts.bncollege.com/,,"Official bookstore of Tufts University, selling textbooks, supplies & school-logo apparel & gifts.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=20051,Contact Us
Hub Comics,"19 Bow St, Somerville, MA 02143",Comic book store,boston,https://www.hubcomics.com/,,"Snug indie comics shop with a wide selection of graphic novels, plus signings & movie nights.",,,,
Comicazi,"407 Highland Ave, Somerville, MA 02144",Comic book store,boston,http://www.comicazi.com/,,"This snug comic shop also offers items such as graphic novels, games & toys, plus events.",,,,
The Harvard and MIT Cooperative Society,"1400 Massachusetts Ave, Cambridge, MA 02138",Book store,boston,http://store.thecoop.com/,,"Venerable bookshop, founded in 1882, offering textbooks plus branded Harvard & MIT clothing.",,,/contact-us/,Contact Us
Stir,"102 Waltham St, Boston, MA 02118",Book store,boston,http://stirboston.com/,,"Bookstore for cookbooks, plus a demonstration kitchen that offers classes & private dinners.","
                Gift Certificates
              ",/gift-certificates,/contact,CONTACT
New England Comics,"14 Eliot St A, Cambridge, MA 02138",Comic book store,boston,http://www.newenglandcomics.com/,,"Comic shop that also sells graphic novels, posters, T-shirts, trading cards, games & toys.",,,contact.shtml,Contact NEC
Studium Spanish Bookstore,,Book store,boston,http://www.studiumspanishbooks.com/,,,,,,
New England Comics,"316 Harvard St, Brookline, MA 02446",Comic book store,boston,http://www.newenglandcomics.com/,,"Comic shop that also sells graphic novels, posters, T-shirts, trading cards, games & toys.",,,contact.shtml,Contact NEC
Livraria Brasileira,"81 Main St, Everett, MA 02149",Book store,boston,,,,,,,
Karin's Barefoot Books,,Childrens book store,boston,http://www.barefootbooks.com/karin-broadhurst,,,,,/sell-barefoot/become-ambassador/contact_us/,Contact
MIT Coop at Stratton,"84 Massachusetts Ave, Cambridge, MA 02139",Book store,boston,https://store.thecoop.com/mit/,,"Large, cooperative bookstore selling textbooks & a range of MIT merchandise, from shirts to clocks.",,,/contact-us/,Contact Us
Livraria Videira,"80 Central St, Somerville, MA 02143",Christian book store,boston,,,,,,,
Berklee Books  Music,"1090 Boylston St, Boston, MA 02215",Book store,boston,https://berklee.bncollege.com/,,"Store offering textbook sales & rentals plus college merchandise, including apparel & gifts.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=40054,Contact Us
Hudson News,,Book store,boston,,,,,,,
Hudson,,Book store,boston,,,,,,,
NewsLink,,Book store,boston,,,,,,,
Boston Book Print and Ephemera Show,"180 Berkeley St, Boston, MA 02116",Rare book store,boston,http://www.bookandpaperfairs.com/,,,,,,
Pink Pages,"333 Washington St #5121, Boston, MA 02108",Magazine store,boston,http://www.linkpink.com/,,,,,http://www.linkpink.com,"
"
Petropol,"44 Mechanic St, Newton, MA 02464",Book store,boston,http://www.petropol.com/,,,,http://petropol.com/indexg.php,,
Music Espresso,"33 Gainsborough St # 106, Boston, MA 02115",Music store,boston,http://www.musicespresso.com/,,"Second-floor niche shop selling sheet music, instruction books, books about music & other supplies.",,,contact_us.php,Contact Us 
Hudson,,Magazine store,boston,,,,,,,
Savers,"1230 VFW Pkwy, West Roxbury, MA 02132",Thrift store,boston,https://stores.savers.com/ma/westroxbury/savers-thrift-store-1065.html,,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.",Gift Cards,https://www.savers.com/shop/gift-cards,,
Count Your Blessings Thrift,"134 Main St, Bourne, MA 02532",Thrift store,bourne,,,,,,,
Windemere Gift & Book Shoppe,"2 Court St, Plymouth, MA 02360",Book store,bourne,https://www.windemeregifts.com/,,,,,,
Happy Zone,"215 Onset Ave, Onset, MA 02558",Gift shop,bourne,,,,,,,
North Falmouth Congregational Shop,"149 Old Main Rd, North Falmouth, MA 02556",Thrift store,bourne,http://www.northfalmouthucc.com/thrift-shop,,,,,http://www.northfalmouthucc.com/Contact,Contact/Directions
Greg's Used Books,"32 Main St, Orleans, MA 02653",Used book store,bourne,https://www.facebook.com/GregoryRobertElfers/?rf=1728019924144899,,,,,,
The Paper Store,"2421 Cranberry Hwy Suite 450, Wareham, MA 02571",Gift shop,bourne,https://locations.thepaperstore.com/wareham-2421-cranberry-hwy-ste-450-02571-5031,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
Quincy College Bookstore,"1250 Hancock St #5103, Quincy, MA 02169",Book store,bourne,http://www.quincycollege.bncollege.com/,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=82738,Contact Us
Savers,"10 Pilgrim Hill Rd, Plymouth, MA 02360",Thrift store,bourne,https://stores.savers.com/ma/plymouth/savers-thrift-store-1143.html,,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.",Gift Cards,https://www.savers.com/shop/gift-cards,,
Darkwater Games,"681 Falmouth Rd #A17, Mashpee, MA 02649",Game store,bourne,,,,,,,
Hand in hand Thrift Shop,"141 Sandwich Rd, East Falmouth, MA 02536",Thrift store,bourne,http://www.falmouthservicecenter.org/,,,,,contact-and-directions.html,Contact 
Savoy Bookshop and Cafe,"10 Canal St, Westerly, RI 02891",Book store,bourne,http://www.savoybookshopcafe.com/,,,Purchase a Gift Card,/purchase-gift-card,/contact-us,Contact Us
Bank Square Books,"53 W Main St, Mystic, CT 06355",Book store,bourne,http://www.banksquarebooks.com/,,,Purchase a Gift Card,/purchase-gift-card,/contact-us,Contact Us
Falmouth Hospital Thrift Shop,"432 Palmer Ave, Falmouth, MA 02540",Thrift store,bourne,,,,,,,
The Lazy Frog,"42 Circuit Ave, Oak Bluffs, MA 02557",Game store,bourne,http://www.lazyfrogmv.com/,,,Gift Card,/collections/lazy-frog-gear/Gift-Card,/pages/contact-us,Contact Us
Go Calendars Toys & Games,"6524 in Food Court, 1245 Worcester St, Natick, MA 01760",Book store,boxborough,http://www.goretailgroup.com/,,,,,http://app.bronto.com/public/webform/render_form/b4dm9zrosim7vd277m2zu3hemk0p6/644b6194dc9a45287a2b19648e5b017e/addcontact,Subscribe Now!
Amazon 4star,"1245 Worcester St, Natick, MA 01760",Book store,boxborough,https://amzn.to/2BGaeyE,,,,,,
The Paper Store,"393 Massachusetts Ave, Acton, MA 01720",Gift shop,boxborough,https://locations.thepaperstore.com/acton-393-massachusetts-avenue-01720,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
Learning Express,"Sudbury Plaza Shopping Center, 515 Boston Post Rd, Sudbury, MA 01776",Toy store,boxborough,http://www.learningexpress.com/store/sudbury/,,Retail toy chain stocking playthings & games with a focus on education & creativity.,"
 Gift Cards
",https://learningexpress.com/shop-online/gift-cards/,https://learningexpress.com/contact-us-2/,Contact Us
Learning Express,"250 Great Rd, Acton, MA 01720",Toy store,boxborough,http://www.learningexpress.com/store/acton/,,Retail toy chain stocking playthings & games with a focus on education & creativity.,"
 Gift Cards
",https://learningexpress.com/shop-online/gift-cards/,https://learningexpress.com/contact-us-2/,Contact Us
The Paper Store,"604 Constitution Ave, Littleton, MA 01460",Gift shop,boxborough,https://locations.thepaperstore.com/littleton-604-constitution-ave-01460,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
Kuenzig John,"Topsfield, MA 01983",Book store,boxford,http://www.kuenzigbooks.com/,,,,,https://www.kuenzigbooks.com/contact.php,Contact Us
Danelle Harmon,,Book store,boxford,http://www.danelleharmon.com/,,,,,https://www.danelleharmon.com/contact-info/,Contact Me
Comic Book Palace,"620 Primrose St #3, Haverhill, MA 01830",Comic book store,boxford,https://www.facebook.com/The-Comic-Book-Palace-111844985519695/,,,,,,
Ornella HumesAnderson Book Store,"301 Newbury St #205, Danvers, MA 01923",Book store,boxford,,,,,,,
The God Queen,"180 Newbury St #5405, Danvers, MA 01923",Book store,boxford,,,,,,,
Christian Works by Dorothy Kardas,"17 Abbott St, Groveland, MA 01834",Christian book store,boxford,http://christianworksbydorothykardas.com/,,,,,,
Salem State University Bookstore,"121 Loring Ave, Salem, MA 01970",Book store,boxford,https://www.bkstr.com/salemstatestore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
