name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt
Brown Chicken Brown Cow,"397 E Campbell Ave, Campbell, CA 95008",Sandwich,campbell,"Casual restaurant offering elevated grass-fed burgers, plus a full bar with craft beers on tap.",http://www.brownchicken-browncow.com/,,,,,
Stacks Campbell,"139 E Campbell Ave, Campbell, CA 95008",Breakfast,campbell,Upbeat American breakfast & lunch spot popular on weekend mornings for big stacks of pancakes.,http://stacksbreakfast.com/,https://stacksbreakfast.com/main-menu/,/Order-Gift-Cards,,Order Gift Cards,
Rock Bottom Restaurant & Brewery,"1875 S Bascom Ave #700, Campbell, CA 95008",Grill,campbell,Brewpub chain serving house beers & upscale pub food & American fare in lively environs.,https://rockbottom.com/locations/san-jose/?utm_source=local&utm_medium=listings&utm_campaign=imm,https://rockbottom.com/locations/san-jose/menu/,http://gc.craftworksrestaurants.com/gift-cards/rock-bottom-gift-card,/contact-us/,Gift Cards,Contact Us
Campfire,"2725 State St, Carlsbad, CA 92008",New American,carlsbad,Buzzy indoor/outdoor locale serving wood-fired American fare & cocktails amid camping decor.,http://thisiscampfire.com/,,#contact,#contact,Gift Cards,Gift Cards
Paon Restaurant & Bar,"2975 Roosevelt St, Carlsbad, CA 92008",French,carlsbad,Buzzy eatery serving high-end French-inspired California cuisine in an elegant dining room.,http://www.paoncarlsbad.com/,http://www.paoncarlsbad.com/lunch-menu/,https://paoncarlsbad.com/shop/,https://paoncarlsbad.com/contact/,Gift Cards,Contact
Vigilucci's Seafood & Steakhouse,"3878 Carlsbad Blvd, Carlsbad, CA 92008",Steak,carlsbad,Relaxed eatery serving Italian-inspired steak & seafood across from the Pacific Ocean.,http://www.vigiluccis.com/,https://vigiluccis.com/wp-content/uploads/2015/08/Vigiluccis-SH-Menu-DINNER.pdf,https://egift.mymobilerewards.net/vigiluccis/,https://vigiluccis.com/contact-us/,,CONTACT
West Steak and Seafood,"4980 Avenida Encinas, Carlsbad, CA 92008",Steak,carlsbad,"Surf 'n turf, locally farmed produce & festive happy hours in an upscale dining hall with a bar.",http://www.weststeakandseafood.com/,http://www.weststeakandseafood.com/menus/,http://www.weststeakandseafood.com/gift-cards/,http://www.weststeakandseafood.com/contact/,Gift Cards,Contact
King's Fish House,"5625 Paseo Del Norte, Carlsbad, CA 92008",Seafood,carlsbad,"Relaxed chain offering an extensive menu of fish & seafood, plus beer, wine & cocktails.",http://kingsfishhouse.com/carlsbad,http://kingsfishhouse.com/carlsbad,http://kingsseafood.securetree.com/Landing-Page/,/contact,GIFT CARDS,CONTACT
Dini's Bistro,"3290 Carlsbad Blvd, Carlsbad, CA 92008",Restaurant,carlsbad,"Against the backdrop of sunset views, this American bar & grills serves up classic meat & seafood.",http://www.dinisbistro.com/,,,http://dinisbistro.com/contact,,Contact
264 Fresco,"264 Carlsbad Village Dr, Carlsbad, CA 92008",Italian,carlsbad,"Wood-fired Italian dishes prepared in a bright, elegant setup with stylish, homey accents & a patio.",https://www.264fresco.com/,https://www.264fresco.com/menus.php,carlsbad-restaurant-gift-cards.php,contact-carlsbad-italian-restaurant-bar.php,Gift Cards,Contact Us
Darrow's New Orleans Grill,"21720 S Avalon Blvd #102, Carson, CA 90745",Cajun,carson,This casual eatery features Southern-style cooking with Cajun & Creole flavors in a homey space.,http://darrowsneworleansgrill.com/,http://places.singleplatform.com/uncle-darrows-cajun-creole-eatery/menu?ref=google,,/contact,,Contact
Hiccups,"552 E Carson St #103, Carson, CA 90745",Asian Fusion,carson,,http://www.hiccupsteahouse.com/,https://carson.orderhiccupsteahouse.com/#menu,,https://hiccupsteahouse.com/contact-us/,,Contact Us
Rosario's Italian Restaurant,"1343 E Carson St, Carson, CA 90745",Restaurant,carson,Unpretentious strip-mall eatery serving pizza & other casual Italian options.,,http://places.singleplatform.com/rosarios-italian-restaurant-2/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Chinollo,"18415 S Avalon Blvd, Carson, CA 90746",New American,carson,,https://www.chinollo.com/,https://chinollo.com/,https://www.toasttab.com/chinollo/giftcards,contact-us.html,Purchase,Contact Us
Sriracha Thai Restaurant,"21950 S Avalon Blvd I, Carson, CA 90745",Thai,carson,A relaxed setting with Asian interior details & an extensive menu of traditional Thai dishes.,http://www.srirachathaionline.com/,https://sappclub.com/restaurant.aspx?id=297&m=5,,,,
Top Shelf Tacos,"23551 S Avalon Blvd, Carson, CA 90745",Mexican,carson,"Modest counter-serve Mexican spot for tacos with housemade tortillas, aguas frescas & a salsa bar.",http://www.topshelftacos.com/,https://www.topshelftacos.com/menus,,,,
BaBoys at Bahay Kainan,"330a E Carson St, Carson, CA 90745",Filipino,carson,,http://baboyscarson.com/,,,https://www.baboyscarson.com,,LOCATION & CONTACT
R & R Soulfood,"18427 S Avalon Blvd, Carson, CA 90746",Soul,carson,"Informal spot for BBQ & Southern-style classics like oxtail, mac 'n' cheese, black-eyed peas & more.",,https://www.randrsoulfood.com/menu,,https://www.randrsoulfood.com,,LOCATION & CONTACT
My Father's Barbeque,"637 E University Dr, Carson, CA 90746",Barbecue,carson,,http://myfathersbbq.com/,http://places.singleplatform.com/my-fathers-barbeque/menu?ref=google,,,,
Olive Garden Italian Restaurant,"20532 S Avalon Blvd, Carson, CA 90746",Italian,carson,"Lively, family-friendly chain featuring Italian standards such as pastas & salads, with a full bar.",https://www.olivegarden.com/locations/ca/carson/carson-mall-southbay-pavillion/4431?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_dt:20190131_sn:gmb_gt:carson-ca-4431_pl:locurl_rd:1785,https://www.olivegarden.com/menu-listing?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_dt:20190131_sn:gmb_gt:carson-ca-4431_pl:menu_rd:1785,/gift-cards,/contact-us,GIFT CARDS,Contact Us
Back Home In Lahaina,"519 E Carson St, Carson, CA 90745",Hawaiian,carson,"Hosting live music on weekends, this Hawaiian eatery serves dishes such as fried chicken & BBQ pork.",http://www.backhomeinlahaina.com/,,,,,CONTACT
Chibugan Lechon At Ethan's Restaurant,"21616 S Figueroa St, Carson, CA 90745",Filipino,carson,,,,,,,
Fiesta Barbecue and Bibingka,"860 E Carson St, Carson, CA 90745",Filipino,carson,,http://fiestabarbecueandbibingka.com/,,,https://www.fiestabarbecueandbibingka.com,,Contact & Hours
Rockin' Cajun Seafood And Grill,"940 E Dominguez St, Carson, CA 90746",Seafood,carson,"Casual restaurant with booth seats serving grilled fish & steamed shellfish, plus steak & pasta.",https://www.rockincajun.net/,https://www.rockincajun.net/local-cajun-seafood-restaurant-menu-carson-ca,,/reservations-directions-catering-contact-carson-ca,," CONTACT

"
Pura Vida Mexican Cafe,"238 W Carson St, Carson, CA 90745",Mexican,carson,,,http://places.singleplatform.com/pura-vida-mexican-food/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
The Crab Shack at Carson,"552 E Carson St #101, Carson, CA 90745",Seafood,carson,,,,,,,
El Pescador Family Restaurant,"17421 S Avalon Blvd A, Carson, CA 90746",Mexican,carson,"Casual chain with a seafood-focused menu of classic Mexican food, plus beer & cocktails.",https://www.elpescadorrestaurants.com/,,,,,
PJ's Grill  Homestyle Burgers Dogs & Vegetarian,"675 E University Dr, Carson, CA 90746",Hamburger,carson,,,http://www.pjs-grill.net/menu,,,,
Chili's Grill & Bar,"20760 S Avalon Blvd, Carson, CA 90746",Tex Mex,carson,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting,https://www.chilis.com/locations/us/ca/carson/rancho-dominguez/?utm_source=gpo&utm_medium=local&utm_campaign=gmb,https://www.chilis.com/menu/?utm_source=gpo&utm_medium=local&utm_campaign=gmb,/gift-cards,/frequently-asked-questions,Gift Cards,Contact Us
Evan Angelo's Gelateria & Coffee Bar,"930 E Dominguez St A, Carson, CA 90746",Ice Cream,carson,"Upbeat spot with sidewalk seating for gelato & sorbetto, plus panini, brick-oven pizza & other fare.",http://www.evanangelosgelato.com/,http://www.evanangelosgelato.com/menu.html,,/contactus.html,,"
								Contact
							"
Tita Celia's,"621 W Carson St, Carson, CA 90745",Filipino,carson,"Casual restaurant dishing up Filipino favorites, including afritada & chicken adobo.",http://www.titacelias.com/,http://www.titacelias.com/assets/catering-menu.pdf,,contact.html,,CONTACT
Casa Mayoral Restaurant,"18902 S Avalon Blvd, Carson, CA 90746",Mexican,carson,"Cash-only daytime diner serving pancakes, eggs, sandwiches & burgers in an unpretentious setting.",,http://places.singleplatform.com/casa-mayoral-restaurant/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Blue Lotus Vietnamese Cuisine,"21705 S Main St, Carson, CA 90745",Vietnamese,carson,"Colorful Vietnamese eatery serving up soups, noodles, rice dishes, bubble teas & more.",http://bluelotusvietnamesecuisine.biz/,http://places.singleplatform.com/blue-lotus---vietnamese-cuisine/menu?ref=google,,,,
Tony Roma's,"20720 S Avalon Blvd, Carson, CA 90746",American,carson,"Long-running, family-friendly steakhouse chain known for its ribs, onion loaf & Romarita drinks.",,http://tonyromas.com/menu/,,,,
Delia's Restaurant,"860 E Carson St #121, Carson, CA 90745",Filipino,carson,Unassuming Filipino eatery offering buffet-style dining in a simple strip-mall setting.,,http://places.singleplatform.com/delias-restaurant/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
M & M Soul Food,"335 E Albertoni St, Carson, CA 90746",Soul,carson,"Unassuming strip-mall spot for fried chicken & other homestyle comfort food, including breakfast.",,,,,,
Restaurante El Dorado,"23916 S Avalon Blvd, Carson, CA 90745",Mexican,carson,,http://orderrestauranteeldorado.com/,,,,,
Pieology Pizzeria Southbay Pavillion Mall,"20700 S Avalon Blvd Unit B31-32, Carson, CA 90746",Pizza,carson,"Chain pizzeria serving oven-fired pies made with a diverse range of sauces, cheeses & toppings.",https://www.pieology.com/locations/CA/carson-southbay,http://places.singleplatform.com/pieology-62/menu?ref=google,,/contact-us,,Contact Us
Thai Cuisine,"1756 E Carson St, Carson, CA 90745",Thai,carson,,,,,,,
El Burro Tacos & Beer,"17401 S Avalon Blvd, Carson, CA 90746",Mexican,carson,,http://www.elburro.com/,http://elburro.com/food/,,http://elburro.com/contact-us/,,Contact Us
Lucky China,"248 E Carson St, Carson, CA 90745",Chinese,carson,Classic Mandarin Chinese dishes presented in a simple-yet-comfortable space with a diner-style vibe.,https://luckychinacarson.business.site/,http://www.luckychinacarson.com/Lucky-China---Carson---Menu.php,,,,Contact
Orleans & York,"673 E University Dr, Carson, CA 90746",Cajun,carson,,http://orleansandyorkdeli.com/,http://places.singleplatform.com/orleans-and-york-2/menu?ref=google,,,,
Marjoe's Soul Food and Barbecue Restaurant,"17531 S Central Ave, Carson, CA 90746",Soul,carson,"Southern staples like fried chicken, catfish & gumbo are served at this small, no-frills eatery.",,,,,,
Taco Charro El,"940 E Dominguez St, Carson, CA 90746",Mexican,carson,"Bright counter-serve with outdoor tables, distributing Mexican staples such as tacos & enchiladas.",,,,,,
Spires Restaurant,"22327 S Wilmington Ave #4309, Carson, CA 90745",Diner,carson,"Local chain serving breakfast, sandwiches & classic American entrees in old-school surroundings.",https://spiresrestaurants.com/stores/carson/,http://places.singleplatform.com/spires-restaurants-inc/menu?ref=google,,https://spiresrestaurants.com/home/contact-us/,,Contact Us
Flores Cafe,"1804 E Carson St, Carson, CA 90745",Mexican,carson,,,,,,,
3Stakxs Kitchen,"21634 S Figueroa St, Carson, CA 90745",Cajun,carson,,http://www.3stakxskitchenca.com/,,,,,
Dominguez Pizza,"2713 E Carson St, Carson, CA 90810",Pizza,carson,,,http://dominguezpizza.com/pizzas,,,,
Nita's Restaurant,"22028 S Avalon Blvd, Carson, CA 90745",Filipino,carson,"Casual, counter-serve destination serving up a variety of classic Filipino dishes.",http://nitasrestaurant.com/,,,,,
Majings Eatery,"107 W Carson St, Carson, CA 90745",Filipino,carson,,,,,,,
Tender Greens,"21247 Hawthorne Blvd, Torrance, CA 90503",American,carson,,https://www.tendergreens.com/locations/torrance,https://www.tendergreens.com/locations/torrance/menu,https://www.tendergreens.com/blog/gift-cards-coming-soon,/contact,Gift Cards,Contact Us
El Super Mexican food,"153 E 223rd St, Carson, CA 90745",Mexican,carson,,http://orderelsupermexicanfood.com/,,,,,
Tak E Sushi and Rolls,"20804 S Figueroa St #1905, Carson, CA 90745",Sushi,carson,,http://www.takesushicarson.com/,,,,,
Rice Kitchen,"5902, 23918 S Avalon Blvd, Carson, CA 90745",Chinese,carson,A long menu offers all the Chinese classics at a modest sit-down locale that also delivers.,http://www.ricekitchenca.com/,http://www.ricekitchenca.com/,,,,
Bambinos Pizza,"246 W Carson St, Carson, CA 90745",Italian,carson,"Spartan, family-run counter-serve joint with New York–style pies, burgers, pasta & sandwiches.",http://www.bambinos123.com/,http://labambinospizza.com/menu,,https://www.bambinos123.com,,CONTACT
Domenick's Pizza House,"24209 N Avalon Blvd, Carson, CA 90745",Italian,carson,"Casual restaurant offering a variety of specialty pizzas, plus sandwiches, pasta, salads & coffee.",http://www.domenickspizza.com/,http://places.singleplatform.com/domenicks-pizza-house-2/menu?ref=google,,,,
Carson Buffet,"880 E Dominguez St, Carson, CA 90746",Buffet,carson,"This lunch & dinner buffet offers Chinese, Japanese & American fare, including sushi.",,,,,,
El Rinconcito Taqueria,"510 E Sepulveda Blvd, Carson, CA 90745",Mexican,carson,,,,,,,
Dog Haus Carson,"21720 S Avalon Blvd #101, Carson, CA 90745",Hot Dog,carson,,http://carson.doghaus.com/,http://places.singleplatform.com/dog-haus-carson/menu?ref=google,,,,
Diana's La Bonita Restaurant,"300 E Sepulveda Blvd, Carson, CA 90745",Mexican,carson,Homey Mexican eats including breakfasts & seafood served over the counter in a tortilla shop space.,http://www.dianas.net/,,,ContactUs.html,,Contact Us 
Alea Cafe Long Beach,"2705 E Carson St, Carson, CA 90810",Fast Food,carson,"Local fast-food chain serving breakfast all day, plus burgers, hot dogs, Mexican classics & more.",http://www.aleacafe.com/,http://aleacafe.com/menu1.html,,,,
Las Palmas Cafe,"23909 S Avalon Blvd, Carson, CA 90745",Mexican,carson,,http://irmasmeals.com/,https://ordering.app/laspalmascafe/,,,,
El Pollo Peruano,"139 E Lomita Blvd, Carson, CA 90745",Peruvian,carson,,,http://places.singleplatform.com/el-pollo-peruano-1/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Chile Relleno Mexican Food,"194 E Carson St, Carson, CA 90745",Mexican,carson,,,,,,,
Hole Mole Tacos,"519 E Carson St, Carson, CA 90745",Mexican,carson,Local counter-serve chain offering a menu of breakfast & Mexican faves in a relaxed setting.,http://www.holemole.com/,,,,,
NORMS Restaurant,"20420 S Avalon Blvd, Carson, CA 90746",Restaurant,carson,24/7 chain coffee shop offering generous portions of classic American food in a no-frills setting.,https://norms.com/,https://norms.com/menu/,https://norms.com/gift-cards/,https://norms.com/contact/,GIFT CARDS,CONTACT
IHOP,"21716 S Avalon Blvd, Carson, CA 90745",Restaurant,carson,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,https://www.ihop.com/en/restaurants-carson-ca/21716-avalon-blvd-772?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,https://www.ihop.com/en/menu,,,,
Lucky Star Cafe,"17209 S Central Ave, Carson, CA 90746",Mexican,carson,"Counter-serve spot offering a mix of Mexican & American standards for breakfast, lunch & dinner.",http://www.luckystarcafe.com/,http://places.singleplatform.com/lucky-star-cafe-mexican-grill-4/menu?ref=google,,,,
Columbia Restaurant,"17601 S Central Ave, Carson, CA 90746",Mexican,carson,"Burgers, burritos & breakfasts are the draw at this simple stop for Mexican-influenced eats.",https://www.facebook.com/Go2ColumbiaRestaurant/,https://www.instagram.com/go2columbiarestaurant/,,#,,Contact Columbia Restaurant on Messenger
Crazy Grill,"20765 S Avalon Blvd, Carson, CA 90746",Japanese,carson,,,,,,,
Ted's Burgers,"22000 S Main St, Carson, CA 90745",Hamburger,carson,,,,,,,
Chile Verde,"20700 S Avalon Blvd, Carson, CA 90746",Mexican,carson,"Regional counter-serve chain, offering Mexican-style fast food all day, including breakfast.",http://chileverdeus.com/pavilion-store.html,http://places.singleplatform.com/chile-verde-11/menu?ref=google,,,,
Hong Kong Express,"671 E University Dr, Carson, CA 90746",Chinese,carson,,,https://hongkongexpresscatogo.com/,,#contact,,Contact Us
SanSai,"20700 S Avalon Blvd #240, Carson, CA 90746",Japanese,carson,Casual counter-serve chain for health-minded Asian fare from made-to-order sushi rolls to salads.,http://www.sansaigrill.com/,http://places.singleplatform.com/sansai-japanese-grill-8/menu?ref=google,,/contact,,"
	Contact	"
So Pho So Good,"1818 E Carson St, Carson, CA 90745",Asian Fusion,carson,,http://www.sophosogood.com/,http://www.sophosogood.com/SPSG_togo_v2_062518.pdf,,,,
Rebecca's Cafe,"1230 E 223rd St # 209, Carson, CA 90745",Lunch,carson,"Unassuming lunch place serving traditional hot & cold sandwiches & salads, plus outside seating.",,http://places.singleplatform.com/rebeccas-cafe-49/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Pinoy Food Republic,"22200 S Main St, Carson, CA 90745",Filipino,carson,,,,,,,
Apollo Burgers,"21239 S Wilmington Ave, Carson, CA 90810",Hamburger,carson,,,,,,,
Restaurant 917,"19800 S Main St, Carson, CA 90745",Restaurant,carson,,http://www.restaurant917.com/,http://www.restaurant917.com/lunch,,/contact-us,,Contact Us
Sizzler,"20755 S Avalon Blvd, Carson, CA 90746",Restaurant,carson,"Longtime casual chain known for its steak, seafood & salad bar featuring a wide variety of options.",http://www.sizzler.com/,,https://sizzler.egifter.com,https://www.sizzler.com/contact-us,Gift Cards,Contact Us
Runway,"68300 Gay Resort Dr, Cathedral City, CA 92234",Restaurant,cathedral city,,https://www.runwayccbc.com/,https://www.runwayccbc.com/menu,,"https://www.google.com/maps/place/68300+Gay+Resort+Dr,+Cathedral+City,+CA+92234/@33.7797769,-116.4714359,17z/data=!3m1!4b1!4m5!3m4!1s0x80db0327ae08407b:0x9c1cb2ea8ba4e195!8m2!3d33.7797769!4d-116.4692472",,Find Us
Trilussa,"68-718 E Palm Canyon Dr, Cathedral City, CA 92234",Italian,cathedral city,Traditional Italian dishes paired with wine in a comfortable & lively venue with an outdoor patio.,http://trilussarestaurant.com/,,,http://trilussarestaurant.com/contact/,,Contact
Sammy's Place,"69034 E Palm Canyon Dr, Cathedral City, CA 92234",Italian,cathedral city,,,,,,,
Tony's Burgers,"35903 Date Palm Dr, Cathedral City, CA 92234",Hamburger,cathedral city,"Simple cafe & bar serving piled-high burgers, breakfast, hot dogs, fried fish, nachos & more.",https://tonysburgers.com/,https://tonysburgers.com/menu/,,,,
La Tablita Restaurant,"68369 E Palm Canyon Dr, Cathedral City, CA 92234",Mexican,cathedral city,"Modest Mexican grill & seafood house with a Sunday brunch buffet, a kids' menu & full bar.",https://www.latablitamexicanrestaurant.com/,https://www.latablitamexicanrestaurant.com/menu,,https://www.latablitamexicanrestaurant.com,,Contact Us
Salsas Restaurant,"69020 E Palm Canyon Dr, Cathedral City, CA 92234",Mexican,cathedral city,Cozy strip-mall operation spotlighting Mexican staples & seafood dishes such as shrimp tacos.,,,,,,
The Original Nicolino's Italian Restaurant,"35325 Date Palm Dr UNIT 111, Cathedral City, CA 92234",Restaurant,cathedral city,"Traditional Italian restaurant offering a classic menu, pizza & a bar in relaxed digs with TVs.",http://www.nicolinos.com/,http://www.nicolinosmenu.com/restaurants/ca/cathedral-city/92234/nicolino-s-italian-restaurant/menu,,http://nicolinos.com/contact-us/,,Contact Us
Taqueria San Miguel,"35320 Date Palm Dr, Cathedral City, CA 92234",Mexican,cathedral city,,http://taqueriasanmiguel.com/,,,,,
Oceans,"67555 E Palm Canyon Dr c101, Cathedral City, CA 92234",Seafood,cathedral city,"Mediterranean-style seafood mains & an oyster bar in a quaint, enduring eatery with outdoor seating.",,,,,,
Michael's Cafe,"35955 Date Palm Dr, Cathedral City, CA 92234",Breakfast,cathedral city,,,,,,,
Zobo & Meester's,"68703 Perez Rd, Cathedral City, CA 92234",Fast Food,cathedral city,American comfort classics & international dishes in a casual setting with a bull sculpture in front.,http://zamgrill.com/,https://www.zamgrill.com/zam-menu/,,,,
CASA BLANCA RESTAURANT,"35850 Date Palm Dr #6659, Cathedral City, CA 92234",Mexican,cathedral city,"Mexican plates & jumbo margaritas served in roomy, easygoing surrounds with colorful decor.",http://www.casablancamenu.com/,http://places.singleplatform.com/casa-blanca-cantina-mexican--seafood/menu?ref=google,,,,
Bonta Restaurant,"68510 E Palm Canyon Dr #140, Cathedral City, CA 92234",Restaurant,cathedral city,Multi-cultural comfort foods are offered à la carte & in a prix fixe option in a simple dining room.,https://www.bontarestaurant.com/,,,/#form,,Contact
Sunshine Cafe,"36815 Cathedral Canyon Dr, Cathedral City, CA 92234",Restaurant,cathedral city,"Small, old-timey American diner with counter seating for breakfast, sandwiches & homestyle entrees.",http://www.sunshinecafe.com/,http://www.sunshinecafe.com/pdf/Sunshine-Cafe-Menu.pdf,gift-cards.php,,"

",
India Oven,"35875 Date Palm Dr, Cathedral City, CA 92234",Indian,cathedral city,"Comfortable eatery serving traditional Indian fare such as samosas, tandoori & curry dishes.",,https://www.india-oven.com/menu,,,,
La Casita,"34272 Date Palm Dr, Cathedral City, CA 92234",Mexican,cathedral city,,http://lacasitanuevarestaurant.com/,,,contact.html,, Contact Us
Fernanda's Salvadorian Food,"34351 Date Palm Dr, Cathedral City, CA 92234",Salvadoran,cathedral city,,,,,,,
La Palapa Restaurant,"34351 Date Palm Dr, Cathedral City, CA 92234",Seafood,cathedral city,,,,,,,
Pollo Dokys Peruvian Food,"68718 E Palm Canyon Dr, Cathedral City, CA 92234",Peruvian,cathedral city,,https://www.pollodokys.com/,https://www.pollodokys.com/menu/,,https://www.pollodokys.com/contact-us/,,Contact Us
Tortilla's Restaurant,"32123 Cathedral Canyon Dr, Cathedral City, CA 92234",Mexican,cathedral city,"Easygoing, family-style eatery offering classic Mexican dishes from tacos to burritos.",http://www.tortillasrestaurant.us/,http://places.singleplatform.com/tortillas-restaurant-3/menu?ref=google,,#contact,,Contact Us
Pizzeria Bambinos Inc,"69040 E Palm Canyon Dr #A, Cathedral City, CA 92234",Pizza,cathedral city,"Low-key, counter-serve Italian eatery in a strip mall serving pasta & pizza with creative toppings.",http://pizzeriabambinos.com/,,,,,
Shame On The Moon Restaurant,"69950 Frank Sinatra Dr, Rancho Mirage, CA 92270",American,cathedral city,"Throwback eatery delivering classic American fare like liver & onions, with porch seating available.",http://www.shameonthemoon.com/,,,,,
Daniel's Table,"68327 E Palm Canyon Dr, Cathedral City, CA 92234",Restaurant,cathedral city,,http://www.danielstable.com/,http://danielstable.com/menu-1,,/contact-2,,"
            Hours & Events
          "
Upper Crust Pizza,"67555 E Palm Canyon Dr # F122, Cathedral City, CA 92234",Pizza,cathedral city,"Standard counter-serve pizzeria specializing in California-style, thick-crust pies, pasta & salads.",http://uppercrust-pizza.com/,http://places.singleplatform.com/upper-crust-pizza-12/menu?ref=google,,http://uppercrust-pizza.com/contact/,,Contact
China 8,"31855 Date Palm Dr # 8, Cathedral City, CA 92234",Chinese,cathedral city,Strip-mall Chinese joint offering an array of well-known dishes & soups in a laid-back atmosphere.,,,,,,
Boy's Hamburgers,"68100 Ramon Rd, Cathedral City, CA 92234",Hamburger,cathedral city,,,http://places.singleplatform.com/boys-hamburgers-8/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Edoko Sushi,"69195 Ramon Rd # C5, Cathedral City, CA 92234",Sushi,cathedral city,,,,,,,
Taqueria Los Panchos,"68351 E Palm Canyon Dr, Cathedral City, CA 92234",Mexican,cathedral city,,,http://places.singleplatform.com/taqueria-los-panchos-/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
The Palms Cafe,"69930 CA-111 STE 120, Rancho Mirage, CA 92270",Breakfast,cathedral city,"Down-to-earth cafe with booth & patio seats whipping up breakfast fare, burgers & Mexican bites.",http://thepalmscafeinc.com/,http://places.singleplatform.com/palm-cafe-14/menu?ref=google,,contact.html,,Contact
Santorini Gyro,"68375 E Palm Canyon Dr, Cathedral City, CA 92234",Greek,cathedral city,,http://www.santorinigyro.site/?utm_source=google&utm_medium=website&utm_campaign=Santorini%20Gyro&utm_term=5ba27116e7e4d4000164edff,http://www.santorinigyro.site/menu?utm_source=google&utm_medium=menu&utm_campaign=Santorini%20Gyro&utm_term=5ba27116e7e4d4000164edff,,,,
Wang's Chinese Cuisine,"35300 Date Palm Dr, Cathedral City, CA 92234",Chinese,cathedral city,"Familiar Chinese fare, from hot pots to dumplings, on offer in this easygoing local eatery.",http://www.wangschineseca.com/,http://www.wangschineseca.com/,,,,
Kobe Japanese Steak House,"69838 CA-111, Rancho Mirage, CA 92270",Japanese steakhouse,cathedral city,"Modeled after a traditional Japanese inn, this eatery serves hibachi-style steak & seafood.",http://www.koberanchomirage.com/,http://koberanchomirage.com/site/our-menu/,,,,
Cinco De Mayo Market & Taqueria,"27800 Landau Blvd B-103, Cathedral City, CA 92234",Mexican,cathedral city,"Upbeat, family-run eatery & cantina serving homey Mexican & American plates, plus margaritas & beer.",http://ordercincodemayotaqueria.com/,http://www.cincodemayotaqueria.site/menu?utm_source=google&utm_medium=menu&utm_campaign=Cinco%20De%20Mayo%20Market%20&%20Taqueria&utm_term=5ccc6a245cac6500016d63aa,,,,
Bangkok noodles,"35911 Date Palm Dr, Cathedral City, CA 92234",Thai,cathedral city,,http://www.bangkoknoodlescathedralcity.com/,http://www.bangkoknoodlescathedralcity.com/,,,,
Umami Seoul,"Cathedral City, CA 92234",Korean,cathedral city,Longtime family-run eatery specializing in traditional Korean dishes & ramen in warm surrounds.,http://www.umamiseoul.org/,,,https://www.umamiseoul.org/contact-us,,Contact us
Otori Sushi,"68100 Ramon Rd, Cathedral City, CA 92234",Sushi,cathedral city,,https://actnm3.wixsite.com/otori,https://actnm3.wixsite.com/otori/menu,,,,
Taqueria Tortilla Factory Mexican Restaurant,"35270 Date Palm Dr, Cathedral City, CA 92234",Mexican,cathedral city,,,,,,,
The Edge Steakhouse,"68900 Frank Sinatra Dr, Rancho Mirage, CA 92270",Steak,cathedral city,Choice dry-aged meats & seafood mains are paired with fine wines & valley views at the Ritz-Carlton.,http://www.ritzcarlton.com/en/hotels/california/rancho-mirage/dining/the-edge-steakhouse?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,http://www.ritzcarlton.com/content/dam/the-ritz-carlton/hotels/usa-and-canada/california/rancho-mirage/pdf/The_Edge_3_28_18.pdf,,https://www.ritzcarlton.com/en/hotels/california/rancho-mirage/dining/the-edge-steakhouse/contact-us,,"
Contact Us
Contact Us
"
Zin American Bistro,"198 S Palm Canyon Dr, Palm Springs, CA 92262",Californian,cathedral city,Refined American comfort cuisine plus cheese plates & wine in an urbane atmosphere with a patio.,https://zinamericanbistro.com/,http://places.singleplatform.com/zin-american-bistro/menu,,,,
Bubba's Bones & Brews,"68525 Ramon Rd STE A101, Cathedral City, CA 92234",Barbecue,cathedral city,,https://bubbasbonesandbrews.com/,http://places.singleplatform.com/bubbas-bones--brews/menu?ref=google,,tel:7606997231,,(760) 699-7231
