name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,state,zipcode,store_type
The Grill Next Door,"653 Broadway, Haverhill, MA 01832",Grill,Haverhill,"Casual bar & grill specializing in burgers & other comfort fare, with 30+ craft microbrews on tap.",http://www.thegrillnextdoor.net/,http://thegrillnextdoor.net/menu.html,http://www.thegrillnextdoor.net/giftcards.html,https://g.page/grillnextdoor?share,Gift Cards,  Find us here,MA,01832,restaurant
The Chicken Connection,"242 Broadway, Haverhill, MA 01832",Chicken,Haverhill,"Barbecue joint serving fried & rotisserie chicken, pot pies, ribs & pulled pork in homey environs.",http://www.thechickenconnection.com/,https://www.thechickenconnection.com/menu,https://www.thechickenconnection.com/gift-cards,https://www.thechickenconnection.com/contact-directions,Gift Cards,Directions,MA,01832,restaurant
One Eleven Chop House,"111 Shrewsbury St, Worcester, MA 01604",Steak,Worcester,"Celebrated steakhouse classics & super-sized wine list in a posh, white-tablecloth setting.",http://www.111chophouse.com/,http://www.111chophouse.com/menus/dinner-menu/,http://www.worcesterrestaurantgroup.com/gift-cards/,https://www.111chophouse.com/contact/,GIFT CARDS,CONTACT,MA,01604,restaurant
Via Italian Table,"89 Shrewsbury St, Worcester, MA 01604",Italian,Worcester,"Sophisticated Italian comfort fare in chic, romantic surrounds, plus year-round patio dining.",http://www.viaitaliantable.com/,https://www.viaitaliantable.com/menus,http://www.worcesterrestaurantgroup.com/gift-cards/,https://www.viaitaliantable.com/contact/,GIFT CARDS,CONTACT,MA,01604,restaurant
The Greenhouse At La Cucina De Hampden House,"1 Allen St, Hampden, MA 01036",Italian,Hampden,,http://www.lacucinahampden.com/,,http://www.lacucinahampden.com/gift-card,http://www.lacucinahampden.com/contact,Buy Now,Contact Us ,MA,01036,restaurant
glass - wine bar kitchen,"119 Falls Ave, Hawley, PA 18428",Restaurant,Hawley,,https://ledgeshotel.com/,http://places.singleplatform.com/glass-132/menu?ref=google,https://ledgeshotel.com/gift-certificates,https://ledgeshotel.com/contact-us/,Buy Gift Certificates,Contact Us,PA,18428,restaurant
Roy Moore Lobster Co,"39 Bearskin Neck, Rockport, MA 01966",Seafood,Rockport,"No-frills seafood eatery & market with outdoor waterfront seating only, plus a BYOB policy.",http://www.rockportusa.com/,,https://capeannchamber.com/cape-ann-gift-certificates/,http://www.rockportusa.com/contact,,Contact,MA,01966,restaurant
Peregrine,"170 Charles St, Boston, MA 02114",Restaurant,Boston,,https://www.peregrineboston.com/,,https://www.peregrineboston.com/store/,https://www.peregrineboston.com/contact/,Shop -- Gift Cards etc.,Contact,MA,02114,restaurant
Trident Galley & Raw Bar,"23 Shipyard Dr, Hingham, MA 02043",Seafood,Hingham,"Warm, rustic restaurant serving seafood, chops & raw bar staples alongside beer, wine & cocktails.",http://www.tridentrawbar.com/,https://www.tridentrawbar.com/menu,https://swipeit.com/product/1098/trident-galley--raw-bar,,Gift Cards,,MA,02043,restaurant
Boathouse Bistro & Pizzeria,"19 Shipyard Dr, Hingham, MA 02043",Italian,Hingham,"A menu featuring Italian & American pizza, bar fare, & cocktails with patio seating near the water.",http://www.boathousebistrohingham.com/,,https://www.toasttab.com/boathouse-bistro-hingham/giftcards,http://www.boathousebistrohingham.com/new-page,"



","
                Contact
              ",MA,02043,restaurant
Lido Juice,"60 South St, Hingham, MA 02043",Juice,Hingham,,http://www.lidojuice.com/,http://www.lidojuice.com/menu,http://www.lidojuice.com/#lido-gift-cards-section,http://www.lidojuice.com/#contact-section,"
                        Gift Cards
                      ","
                        Contact
                      ",MA,02043,restaurant
Taqueria,"94 Derby St, Hingham, MA 02043",Mexican,Hingham,,https://www.wholefoodsmarket.com/,https://www.wholefoodsmarket.com/taqueria/menu,https://wholefoods.buyatab.com/custom/wholefoods/,,Gift Cards,,MA,02043,restaurant
deadhorse hill,"281 Main St, Worcester, MA 01608",American,Worcester,A former hilltop hotel houses a rustic-chic New American dining room with daytime cafe & coffee bar.,http://www.deadhorsehill.com/,,https://www.toasttab.com/dead-horse-hill/giftcards,http://www.deadhorsehill.com/contact/,gift cards,contact,MA,01608,restaurant
The Fix Burger Bar,"108 Grove St, Worcester, MA 01605",Hamburger,Worcester,"Modern setting for custom burgers served with craft beers, unique cocktails & spiked milkshakes.",http://www.thefixburgerbar.com/,http://www.thefixburgerbar.com/the-fix-burger-bar-menu/,https://www.nichehospitality.com/gift-cards/,http://www.thefixburgerbar.com/contact-us,"
        Gift Cards
      ","
            Contact Us
          ",MA,01605,restaurant
Antonio's Pizza By The Slice Kitchen & Bar  Worcester,"268 Chandler St, Worcester, MA 01602",Pizza,Worcester,,http://antoniospizza.com/,https://antoniospizza.com/wp-content/uploads/sites/4/2019/02/Antonios-Worcester-Dine-In-Menu-020119.pdf,https://antonios-amherst.foodtecsolutions.com:9443/giftcard/purchase,http://antoniospizza.com/#,Purchase,Contact,MA,01602,restaurant
Nuovo,"92 Shrewsbury St, Worcester, MA 01604",Italian,Worcester,"Upscale, family-friendly spot for Italian-style surf 'n' turf, plus a full bar.",http://www.nuovoworcester.com/,http://www.nuovoworcester.com/menu/0/menus.aspx,https://swipeit.com/product/1556/nuovo-restaurant,http://www.nuovoworcester.com/Pages/ContactUs.aspx,Gift Cards,Contact Us,MA,01604,restaurant
Heritage of Sherborn,"33 N Main St, Sherborn, MA 01770",American,Sherborn,Modern-rustic pub housed in historic former inn serving elevated farm-to-table fare & cider drinks.,http://www.heritageofsherborn.com/,https://www.heritageofsherborn.com/dine-with-us/pub/,https://www.heritageofsherborn.com/gift-certificates-to-heritage-cwp/,http://www.heritageofsherborn.com/contact,Gifts,CONTACT US,MA,01770,restaurant
Rustic Pizza,"295 Main St, Los Altos, CA 94022",Pizza,Los Altos,"Classic, convivial spot with a modern-rustic bar & patio for raw oysters & casual seafood dishes.",http://rustichouselosaltos.com/,http://offers.rustichouselosaltos.com/,http://rustichouselosaltos.com/gift-cards,http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rustic+House+Oyster+Bar+%26+Grill%2c+295+Main+Street+%2c+Los+Altos%2c+CA+94022&z=17,Gift Cards ,"  Los Altos,  CA ",CA,94022,restaurant
Dino's Pizza,"615 Homestead Ave, Holyoke, MA 01040",Pizza Delivery,Holyoke,,http://dinospizzama.com/,http://dinospizzama.com/Menus,http://dinospizzama.com/Gift,http://dinospizzama.com/Contact,Gift Certificate ,Contact Us ,MA,01040,restaurant
Mendon DriveIn Snack Bar,"MA-16, Mendon, MA 01756",Snack bar,Mendon,,https://www.mendondrivein.com/,,https://mendon.phantomgourmet.com/,https://www.mendondrivein.com/contact,Gift Cards,"35 Milford St, Mendon MA 01756",MA,01756,restaurant
PiNZ  Milford,"110 S Main St, Milford, MA 01757",Restaurant,Milford,"Spacious complex offering bowling by the hour, billiards, a game arcade & laser tag.",http://www.pinzbowl.com/,,http://www.pinzbowl.com/store,http://www.pinzbowl.com/contact,Gift Cards,Contact Us ,MA,01757,restaurant
Arturo's Ristorante,"54 E Main St, Westborough, MA 01581",Italian,Westborough,"Casual eatery serves classic Italian dishes, including pizza, & wines from an open kitchen.",http://www.arturosristorante.com/,https://www.arturosristorante.com/,https://swipeit.com/product/932/arturos-ristorante,http://www.arturosristorante.com/contact/,Gift Cards,Contact,MA,01581,restaurant
Civic Kitchen & Drink,"121 W Main St, Westborough, MA 01581",Restaurant,Westborough,Farmhouse-style gathering place with a patio for pub fare with local ingredients & craft draft beer.,https://www.civickitchenanddrink.com/,,https://civickitchenanddrink.instagift.com/,https://www.civickitchenanddrink.com/contact-apply-online,Gift Cards ,Contact ,MA,01581,restaurant
Mountain Barn Restaurant,"174 Worcester Rd, Princeton, MA 01541",Familyfriendly,Princeton,,http://www.mountainbarn.com/,,http://www.mountainbarn.com/giftcards.html,http://www.mountainbarn.com/contact-1.html,"





GIFT CARDS


",contact,MA,01541,restaurant
Black Diamond Restaurant,"41 Mile Hill Rd, Westminster, MA 01473",Restaurant,Westminster,,https://www.wachusett.com/,https://www.wachusett.com/WachusettASPX/media/WachusettMedia/PDFs/Black-Diamond-Menu.pdf,https://www.wachusett.com/Tickets-Passes/Ways-to-Save/Gift-Cards.aspx,https://www.wachusett.com/Contact-Us.aspx,Gift (COW) Cards,Contact,MA,01473,restaurant
Less Than Greater Than,"28 Main St, Hudson, MA 01749",Bar,Hudson,,http://www.lessthangreaterthan.com/,,https://www.toasttab.com/lessthangreaterthan/giftcards,,Purchase Gift Cards,,MA,01749,restaurant
CJ 's Gourmet Pizza & Grill,"29 Hudson Rd, Sudbury, MA 01776",Pizza,Sudbury,,https://cjspizzagrill.com/,https://slicelife.com/restaurants/ma/sudbury/01776/c-j-s-gourmet-pizza-grill/menu,https://cjspizzagrill.com/gift-cards/,,Gift Cards,,MA,01776,restaurant
The Market Restaurant,"8 Hayward St, Ipswich, MA 01938",Seafood,Ipswich,,http://www.ipswichfishmarket.com/,https://www.ipswichfishmarket.com/CafeMenu.pdf,http://www.ipswichfishmarket.com/more.aspx#certificates,http://www.ipswichfishmarket.com/contact.aspx,GIFT CERTIFICATES,CONTACT,MA,01938,restaurant
Alden Park,"160 Colony Pl, Plymouth, MA 02360",American,Plymouth,"Snazzy, laid-back New American spot with patio & fire pit, a lengthy drink menu & Sunday brunch.",https://www.aldenparkrestaurant.com/,https://www.aldenparkrestaurant.com/menus,https://www.aldenparkrestaurant.com/gift-cards,https://www.aldenparkrestaurant.com/contact,Gift Cards,Contact ,MA,02360,restaurant
The Studio Kitchen,"101 Kingston Collection Way, Kingston, MA 02364",Restaurant,Kingston,,http://www.thestudio.kitchen/,,https://red.vendini.com/ticket-software.html?id=1317&t=giftcard,https://www.thestudio.kitchen/contact,Gift Cards,Contact,MA,02364,restaurant
Boston Tavern,"58 E Grove St, Middleborough, MA 02346",American,Middleborough,American grub & beer offered in a family-friendly restaurant with historical decor & live music.,https://www.bostontavernmiddleboro.com/,,https://bostontavernmiddleboro.com/product/cards/,https://www.bostontavernmiddleboro.com/contact/,Gift Cards,CONTACT,MA,02346,restaurant
Lorenzo's Italian Restaurant,"500 W Grove St, Middleborough, MA 02346",Italian,Middleborough,"Old-school spot serving hearty portions of pasta, pizza & other Italian classics since 1950.",http://www.lorenzos.net/,,https://lorenzos.net/gift-cards/,https://lorenzos.net/contact/,Gift Cards,Contact,MA,02346,restaurant
Fisher's Pub,"360 Wareham St #3222, Middleborough, MA 02346",Grill,Middleborough,,http://fisherspub.com/,,https://swipeit.com/product/1118/fishers-pub,http://fisherspub.com/contact,"
GIFT CARDS
","
CONTACT
",MA,02346,restaurant
Maddi's Cookery & TapHouse,"64 Water St, Worcester, MA 01604",Grill,Worcester,,http://www.maddiscookery.com/,http://maddiscookery.com/food/,https://www.toasttab.com/maddis-cookery-and-taphouse/giftcards,https://maddiscookery.com/contact/,"
",CONTACT,MA,01604,restaurant
Chocolate Springs Cafe,"55 Pittsfield Rd, Lenox, MA 01240",Chocolate shop,Lenox,,http://www.chocolatesprings.com/,http://places.singleplatform.com/chocolate-springs-desserts-and-caf/menu?ref=google,https://chocolatesprings.com/product/e-gift-card/,https://chocolatesprings.com/contact-us/,e-Gift Cards,Contact Us,MA,01240,restaurant
Roots Natural Foods Market Kitchen  Organic Juice Bar,"100 Crawford St, Leominster, MA 01453",Health food store,Leominster,,http://www.rootsnaturalfoods.com/,,http://www.rootsnaturalfoods.com/store/gift-cards/,http://www.rootsnaturalfoods.com/contact/,Gift Cards,Contact Us,MA,01453,restaurant
Sean Patrick's Restaurant,"494 Electric Ave, Lunenburg, MA 01462",Restaurant,Lunenburg,,http://www.seanpatricksrestaurant.com/,http://www.seanpatricksrestaurant.com/catering.html,http://www.seanpatricksrestaurant.com/gift_cards.html,http://www.seanpatricksrestaurant.com/contact.html,GIFT CARDS,CONTACT,MA,01462,restaurant
Tito's Taqueria,"972 Putney Rd, Brattleboro, VT 05301",Mexican,Brattleboro,,http://www.titostaqueria.com/,https://titosvt.com/menu-feed/,http://www.titostaqueria.com/titos-gift-certificates,http://www.titostaqueria.com/contact-1,"
            Store
          ","
              Contact
            ",VT,05301,restaurant
Forge & Vine,"128R Main St, Groton, MA 01450",Restaurant,Groton,,http://www.forgeandvine.com/,,http://www.forgeandvine.com/#giftcard,,Gift Cards,,MA,01450,restaurant
GoBerry,"28 Amity St #1e, Amherst, MA 01002",FroYo,Amherst,,http://www.go-berry.com/,,https://squareup.com/gift/32X3GJNPGQ4C8/order,http://www.go-berry.com/contact-us.html,"
                				Gift Cards
                			","
                				Contact Us
                			",MA,01002,restaurant
The Upper Crust Pizzeria,"41 Waltham St, Lexington, MA 02421",Pizza,Lexington,Family-friendly pizzeria serving inventive pies & oven-roasted sandwiches in a simple setting.,https://theuppercrustpizzeria.com/,https://theuppercrustpizzeria.com/,https://theuppercrustpizzeria.com/upper-crust-gift-cards/,https://theuppercrustpizzeria.com/contact/,Gift Cards,Contact,MA,02421,restaurant
Whetstone Station Restaurant and Brewery,"36 Bridge St, Brattleboro, VT 05301",Brewery,Brattleboro,"Riverside eatery featuring craft drafts, creative pub grub & year-round deck seating.",https://www.whetstonestation.com/,https://www.whetstonestation.com/food-menu,https://whetstonestation.cardfoundry.com/,,Gift Cards,,VT,05301,restaurant
Hungry Ghost Bread,"62 State St, Northampton, MA 01060",Bakery,Northampton,"Casual bakeshop with a rotating selection of pastries & wood-fired breads, plus take-out pizzas.",http://www.hungryghostbread.com/,,https://squareup.com/gift/3G2PJTQTWDRQH/order,http://hungryghostbread.com/contact-us/,"
 ",Contact Us ,MA,01060,restaurant
The Bistro - Eat Drink Connect(r),"387 Winter St, Waltham, MA 02451",American,Waltham,"Casual Marriott Hotel eatery featuring breakfast & lunch American eats, cocktails & espresso drinks.",http://www.marriott.com/,,https://gifts.marriott.com,http://www.marriott.com/tel:+1 781-419-0900, Gift Cards ,  +1 781-419-0900  ,MA,02451,restaurant
The Federal,"74 Tower Rd, Waltham, MA 02451",Restaurant,Waltham,,http://www.the-federalrestaurant.com/,https://www.toasttab.com/the-federal/v3#!/,https://www.toasttab.com/the-federal/giftcards,,Buy Gift Cards,,MA,02451,restaurant
Balani Waltham,"469 Moody St, Waltham, MA 02453",Restaurant,Waltham,,http://balaniwaltham.com/,http://balaniwaltham.com/wp-content/uploads/2020/03/Balani-Takeout-Delivery-Menu.pdf,http://balaniwaltham.com/#gift-cards,,Gift Cards,,MA,02453,restaurant
Star Pizza,"707 Main St, West Springfield, MA 01089",Pizza,West Springfield,,http://www.gostarpizza.com/,http://www.gostarpizza.com/Menus,http://www.gostarpizza.com/Gift,http://www.gostarpizza.com/Contact,Gift Certificate ,Contact Us ,MA,01089,restaurant
Wild Olive Pizzeria Artisan Sandwiches & Pizza,"699 Sumner Ave, Springfield, MA 01108",Pizza,Springfield,,http://www.wildolivepizzaspringfield.com/,http://www.wildolivepizzaspringfield.com/Menus,http://www.wildolivepizzaspringfield.com/Gift,http://www.wildolivepizzaspringfield.com/Contact,Gift Certificate ,Contact Us ,MA,01108,restaurant
Warp and Weft,"197 Market St, Lowell, MA 01852",Restaurant,Lowell,"Pub plates served in a convivial, brick-lined space with craft beer on tap & a lineup of live music.",https://www.warplowell.com/,https://www.warplowell.com/menu,https://www.warplowell.com/gift-card,https://www.warplowell.com/home,Gift Card,Contact Us,MA,01852,restaurant
Skewer's Wood Grill,"1060 Main St, Tewksbury, MA 01876",Mediterranean,Tewksbury,"Family-style Mediterranean joint serving gyros, skewers & burgers in bright, informal surrounds.",http://www.skewerswoodgrill.com/,http://www.skewerswoodgrill.com/Menus,http://www.skewerswoodgrill.com/Gift,http://www.skewerswoodgrill.com/Contact,Gift Certificate ,Contact Us ,MA,01876,restaurant
Wilbraham Seafoods,"2341 Boston Rd, Wilbraham, MA 01095",Restaurant,Wilbraham,,http://www.wilbrahamseafoods.com/,,http://www.wilbrahamseafoods.com/order-gift-certificates,http://www.wilbrahamseafoods.com/reach-us-today," Gift Certificates

"," Contact Us and Location

",MA,01095,restaurant
Whatley inn,"193 Chestnut Plain Rd, Whately, MA 01093",Restaurant,Whately,,http://whatelyinn.com/,,https://whatelyinn.com/gift-cards/,,Gift Cards,,MA,01093,restaurant
The Blue Ox,"191 Oxford St, Lynn, MA 01901",Restaurant,Lynn,"Contemporary bistro features local, seasonal dishes & craft cocktails in a candlelit romantic venue.",http://www.theblueoxlynn.com/,https://theblueoxlynn.com/menus/dinner_menu.pdf,http://www.theblueoxlynn.com/#giftcards,http://www.theblueoxlynn.com/#contactus,Gift Cards,Contact Us,MA,01901,restaurant
Nightshade Noodle Bar,"73 Exchange St, Lynn, MA 01901",Restaurant,Lynn,,http://nightshadenoodlebar.com/,https://nightshadenoodlebar.com/menu,https://squareup.com/gift/QANR38YT3N7W2/order,,gift cards,,MA,01901,restaurant
Pamino's Pizza & Roast Beef,"566 Walnut St, Lynn, MA 01905",Pizza,Lynn,,http://paminospizza.com/,http://paminospizza.com/Menus,http://paminospizza.com/Gift,http://paminospizza.com/Contact,Gift Certificate ,Contact Us ,MA,01905,restaurant
Flax Pond,"19399 Stevens Creek Blvd #5, Cupertino, CA 95014",Restaurant,Cupertino,,https://pacificcatch.com/,https://pacificcatch.com/menu/,https://pacificcatch.securetree.com/,https://pacificcatch.com/contact-us/,Gift Cards,Contact Us,CA,95014,restaurant
Exchange Street Bistro,"67 Exchange St, Malden, MA 02148",Bistro,Malden,Multiple martinis anchor the menu at this contemporary bistro also serving eclectic entrees & tapas.,http://www.exchangestreetbistro.com/,,http://www.exchangestreetbistro.com/gift-cards.html,http://www.exchangestreetbistro.com/contact.html,Gift Cards,Contact,MA,02148,restaurant
Dockside Restaurant in Malden,"229 Centre St, Malden, MA 02148",American,Malden,"Sprawling sports bar with high-back booths, many TVs, a game room & family-friendly American fare.",http://www.docksiderestaurants.com/,http://www.docksiderestaurants.com/pdfs/threelocationsmenu.pdf,http://www.docksiderestaurants.com/misc/gift-cards/,https://www.docksiderestaurants.com/contact-us/,,Contact,MA,02148,restaurant
Real Italian Gusto,"24 High St, Medford, MA 02155",Italian,Medford,Elevated storefront eatery with old-world flair making Neapolitan pizza & other Italian specialties.,http://www.realitaliangusto.com/,http://www.realitaliangusto.com/menu,https://www.realitaliangusto.com/gift-cards,,GIFT CARDS,,MA,02155,restaurant
The Landing Restaurant,"81 Front St, Marblehead, MA 01945",Pub,Marblehead,,http://www.thelandingrestaurant.com/,,https://www.toasttab.com/the-landing-restaurant/giftcards,http://www.thelandingrestaurant.com/contact/,Gift Cards,Contact,MA,01945,restaurant
Po'boys and Pies,"101 Lafayette St, Salem, MA 01970",Southern,Salem,,http://www.poboysandpies.com/,http://places.singleplatform.com/poboys-and-pies/menu?ref=google,https://www.toasttab.com/po-boys-and-pies/giftcards,,BUY A GIFTCARD,,MA,01970,restaurant
Brew Fish Bar & Eatery,"210 Spring St, Marion, MA 02738",Gastropub,Marion,"Comfy, family-owned seafood fixture with locally sourced regional eats & craft beers in chill digs.",http://www.brewfish.net/,http://www.brewfish.net/function-menu/,http://www.brewfish.net/store/gift-cards/,http://www.brewfish.net/contact/,Buy Gift Cards,Contact,MA,02738,restaurant
The Atlantic Bistro,"167 Spring St #1568, Marion, MA 02738",Bistro,Marion,,https://www.theatlanticbistro.com/,,https://theatlanticbistro.com/gift-cards/,https://theatlanticbistro.com/contact-us/,Gift Cards,Contact Us,MA,02738,restaurant
Kate's Simple Eats,"148 Front St, Marion, MA 02738",Restaurant,Marion,,http://www.katessimpleeats.com/,https://768d6636-4b6f-4597-a8c1-f1a650a7d60f.filesusr.com/ugd/d21c23_2612393ff8b14673a3e7524cd36a6bdf.pdf,https://squareup.com/gift/8Q18TMXJBGC5T/order,https://www.katessimpleeats.com/contact-us,Click to Order Gift Cards!,Contact Us,MA,02738,restaurant
Thairiffic,"128 Main St, Marlborough, MA 01752",Restaurant,Marlborough,"Mellow, family-run eatery serving classic Thai & Asian noodle dishes, including vegetarian items.",http://www.thairifficma.com/,http://www.thairifficma.com/menu/,https://thairifficma.com/product/thairiffic-gift-card/,,Gift Card,,MA,01752,restaurant
Wildwood Steakhouse,"189 Boston Post Rd E, Marlborough, MA 01752",Steak,Marlborough,"Relaxed steakhouse featuring select meats & seafood mains, plus a full bar with a notable wine list.",http://www.wildwoodsteakhouse.com/,http://places.singleplatform.com/wildwood-steakhouse/menu?ref=google,https://wildwoodsteakhouse.com/gift-cards/,,Gift Cards,,MA,01752,restaurant
Stephen Anthony's Restaurant,"999 Boston Post Rd E, Marlborough, MA 01752",Restaurant,Marlborough,"Housemade sausages are a draw at this stalwart eatery with huge comfort food menu, plus market.",http://www.stephenanthonys.com/,,https://www.stephenanthonys.com/gift-cards,https://www.stephenanthonys.com/contact,Gift Cards,Contact,MA,01752,restaurant
KKatie's Burger Bar Marshfield,"1899 Ocean St, Marshfield, MA 02050",Hamburger,Marshfield,,http://www.kkaties.com/,http://places.singleplatform.com/kkaties-burger-bar/menu?ref=google,http://www.kkaties.com/shop.html,http://www.kkaties.com/connect.html,GIFT CARDS,CONTACT,MA,02050,restaurant
Station Eight,"1899 Ocean St, Marshfield, MA 02050",Restaurant,Marshfield,,https://www.stationeight-marshfield.com/,http://places.singleplatform.com/station-eight/menu?ref=google,https://www.stationeight-marshfield.com/gift-cards,https://www.stationeight-marshfield.com/contact-us,Gift Cards ,Contact Us ,MA,02050,restaurant
Mae's Sandwich Shop,"563 Ocean St, Marshfield, MA 02050",Sandwich,Marshfield,,http://www.maesmarshfield.com/,https://www.maesmarshfield.com/menu,https://www.toasttab.com/maes/giftcards,,"
              GIFT CARDS
            ",,MA,02050,restaurant
Trevi Cafe and Wine Bar,"25 Market St, Mashpee, MA 02649",Mediterranean,Mashpee,Mediterranean fare at this classy yet low-key eatery with wine bar & famous Roman fountain replica.,http://www.trevicafe.com/,,https://swipeit.com/product/985/trevi-cafe--wine-bar/in/Consumer-Gift-Cards,http://www.trevicafe.com/contact,"
        GIFT CARDS
      ","
            CONTACT
          ",MA,02649,restaurant
Wicked Fire Kissed Pizza,"35 South St, Mashpee, MA 02649",Pizza,Mashpee,,https://www.wickedrestaurant.com/,,https://www.wickedrestaurant.com/gift-cards,https://www.wickedrestaurant.com/contact,Gift Cards ,Contact Us ,MA,02649,restaurant
Too's Tavern,"315 Cotuit Rd #2, Sandwich, MA 02563",Sports bar,Sandwich,,http://www.marshlandrestaurant.com/,,https://www.toasttab.com/marshland-restaurant/giftcards,,Gift Cards,,MA,02563,restaurant
Eriksons Ice Cream,"12 Great Rd, Maynard, MA 01754",Ice Cream,Maynard,"Time-tested, window-serve stand doling out homemade ice cream in lots of rotating, seasonal flavors.",https://www.eriksonicecream.com/,,https://www.eriksonicecream.com/#purchase-gift-cards-section,,"
                        Purchase Gift Cards
                      ",,MA,01754,restaurant
Avenue Restaurant,"445 Main St, Medfield, MA 02052",American,Medfield,"Modern, casual bistro offering seasonal American eats, including wood-roasted flatbreads & meats.",https://www.avenuemedfield.com/,https://www.avenuemedfield.com/menu-1/,https://swipeit.com/product/1183/avenue,https://www.avenuemedfield.com/contact,"
        Gift Cards
      ","
        Hours + Contact
      ",MA,02052,restaurant
Sethji's Southern Indian,"26 Park St, Medfield, MA 02052",Restaurant,Medfield,,http://sethjis.com/,https://sethjis.com/,https://squareup.com/gift/GZ080JFGPR6Z0/order,https://www.sethjis.com/contact,Buy Gift Cards,Contact Us/ Catering,MA,02052,restaurant
Jasper Hill Restaurant and Live Music Venue,"270 Exchange Street, MA-115, Millis, MA 02054",Restaurant,Millis,,https://www.jasperhillmillis.com/,https://www.jasperhillmillis.com/menus,https://www.jasperhillmillis.com/gift-card,https://www.jasperhillmillis.com/contact,,CONTACT,MA,02054,restaurant
Organic Buzz Cafe,"65 Holbrook St, Norfolk, MA 02056",Restaurant,Norfolk,,http://www.organicbuzzcafe.com/,https://squareup.com/store/organicbuzz/,https://squareup.com/gift/ESPNRZV9364ME/order,https://www.organicbuzzcafe.com/contact/,eGift Cards,Contact,MA,02056,restaurant
Carroll's,"21 Main St, Medford, MA 02155",American,Medford,"A wide range of American, Italian & seafood dishes are offered at this refined, modern bar & grill.",http://www.carrollsmedford.com/,http://places.singleplatform.com/carrolls/menu?ref=google,https://carrolls.alohaenterprise.com:4430/efMemberLinkGiftCards.do,http://www.carrolls02155.com/contact-us/,Check Balance,Contact Us,MA,02155,restaurant
Annie's Pizzeria,"213 Middlesex Ave, Medford, MA 02155",Pizza,Medford,,https://anniespizzeria.com/,https://www.ediningexpress.com/live20/234/490/,https://anniespizzeria.com/Gift,https://anniespizzeria.com/Contact,Gift Certificate ,Contact Us ,MA,02155,restaurant
Daddy Jones Bar,"525 Medford St, Somerville, MA 02145",Greek,Somerville,"This stylish grill with an old-school vibe offers classic cocktails & light, Greek small plates.",http://www.daddyjonesbar.com/,,http://www.daddyjonesbar.com/store/gift-cards,http://www.daddyjonesbar.com/catering/,Purchase Gift Card,Order Contactless Pick Up,MA,02145,restaurant
Muffin House Cafe,"116 Main St #1, Medway, MA 02053",Coffee shop,Medway,,http://www.muffinhousecafe.com/,http://www.muffinhousecafe.com/,https://muffinhousecafe.cardfoundry.com/giftcards.php,,Gift Cards,,MA,02053,restaurant
Table Top Pizza,"804 Pond St, Franklin, MA 02038",Pizza,Franklin,,http://www.tabletoppizza.com/,http://www.tabletoppizza.com/Menus,http://www.tabletoppizza.com/Gift,http://www.tabletoppizza.com/Contact,Gift Certificate ,Contact Us ,MA,02038,restaurant
La Qchara,"506 Franklin St, Melrose, MA 02176",South American,Melrose,"Vibrant storefront cafe for all-day Latin eats, from empanadas to carne asada, plus coffee & juices.",http://laqchara.com/,,https://www.toasttab.com/la-qchara/giftcards ,,Order Gift Cards,,MA,02176,restaurant
Liberty Bell,"886 Main St, Melrose, MA 02176",American,Melrose,Casual mainstay (since 1976) known for its roast beef & fresh seafood & other hearty American eats.,http://www.libertybellmelrose.com/,,https://libertybellmelrose.com/gift-cards/,https://libertybellmelrose.com?storeUrl=https://main.libertybellmelrose.com/contact,Gift Cards,Contact,MA,02176,restaurant
Rising Eagle Publick House,"505 Main St, Melrose, MA 02176",American,Melrose,,https://www.risingeaglepublickhouse.com/,,https://www.risingeaglepublickhouse.com/#new-page-2-section,https://www.risingeaglepublickhouse.com/#contact-section,"
                        GIFT CARDS
                      ","
                        Contact
                      ",MA,02176,restaurant
Niko's Pizza and Chicken,"294 N Main St, North Uxbridge, MA 01538",Pizza,North Uxbridge,,http://nikoschicken.com/,http://nikoschicken.com/Menus,http://nikoschicken.com/Gift,http://nikoschicken.com/Contact,Gift Certificate ,Contact Us ,MA,01538,restaurant
Lobster Anywhere,"12 Oakland St, Amesbury, MA 01913",Seafood,Amesbury,,https://lobsteranywhere.com/,,https://lobsteranywhere.com/product-category/gift-certificates/,https://lobsteranywhere.com/contact/,Gift Certificates,Contact Us,MA,01913,restaurant
Pica's Pub and Grill,"10 Ayers Village Rd, Methuen, MA 01844",Grill,Methuen,,https://www.picaspub.com/,https://www.picaspub.com/menu,https://www.toasttab.com/picas-pub-grill-methuen-10-ayers-village-rd/giftcards,https://www.picaspub.com/contact,E-Gift Cards ,Contact,MA,01844,restaurant
NEW ENGLAND FARMS S MIDD,"447 Wareham St, Middleborough, MA 02346",Gas station,Middleborough,,https://www.exxon.com/,,https://www.exxon.com/en/gas-gift-cards,https://www.exxon.com/en/contact-us,Prepaid cards and gift cards,Contact us,MA,02346,restaurant
Shell,"11211 205th St W, Lakeville, MN 55044",Restaurant,Lakeville,Traditional chophouse menu & specialty cocktails presented in a sophisticated setting with a patio.,http://www.porterhousesteakandseafood.com/,http://www.porterhousesteakandseafood.com/,https://easysecurecheckout.com/porterhouse/giftcards.cfm,https://www.porterhousesteakandseafood.com/contact,Order a Gift Card today,CONTACT,MN,55044,restaurant
